Store_name,Date,Review,Photo
느린마을양조장 강남점,20.3.27,좋았습니다.,0
을밀대 강남점,20.3.28,좋아요,0
을밀대 강남점,20.3.28,을밀대 냉면 조온맛탱,0
을밀대 강남점,20.3.28,궁물까지 지렸다...짱,0
을밀대 강남점,20.3.28,존맛.,0
담소사골순대 강남본점,20.3.28,"가성비 최강 순대국, 육개장 프랜차이즈 중 한곳입니다. 알싸라기 땅 강남에 이런 집이 있다니!",0
고양이부엌,20.3.29,떡볶이도 맛있고~ 주먹밥도 추천,0
딘타이펑 강남점,20.3.29,"음식 맛은 쏘쏘 대중적인 맛 살짝 수분이 부족하고 마른 듯 미리 만들어놓은 것 같음 
예전에 딘타이펑이 훨씬 맛났음 직원 친절 음식은 빠르게 나옴 ",0
시골야채된장,20.3.3,#요미요미,0
담소사골순대 강남본점,20.3.3,맛있다,0
백억하누 강남본점,20.3.3,맛있어요,0
강남진해장,20.3.3,해장국 맛있어요 웃음,0
딘타이펑 강남점,20.3.3,육즙이 많이 적어진 느낌이에요,0
화기애애 강남역점,20.3.30,고기 짱맛있어용웃음,1
라그릴리아 SPC스퀘어점,20.3.30,무난합니다,0
딘타이펑 강남점,20.3.30,돈 완전 아까움 샤오롱바오도 너무 작고 채심볶음조차 맛없고 그냥 다 비싸기만 하고 너무 맛없어요 ,0
딘타이펑 강남점,20.3.31,맛있고 정말 좋았어요대만에서 먹은 맛 그대로 웃음 ,0
고양이부엌,20.3.4,야옹,0
우동명가기리야마본진,20.3.5,자루우동맛잇다,0
시골야채된장,20.3.6,회사근처라점심에자주이용합니다.시골된장이아주맛있습니다.계란찜도서비스로나오고비빔밥에된장찌개가최고입니다.,0
백억하누 강남본점,20.3.6,맛있게 잘 먹었어요 웃음,0
딘타이펑 강남점,20.3.6,늘 맛있는곳 점포가 늘었으믄 좋겠네요 ,0
우동명가기리야마본진,20.3.7,가격이 좀 있는편이지만 맛이 넘 좋아서 만족해요(웃음),1
대려도,20.3.7,최고 중식당 중 한 곳입니다.,0
대려도,20.3.7,탕수육 너무 맛있었어요,0
느린마을양조장 강남점,20.3.7,"여름, 가을, 겨울 막걸리 다 먹었는데 셋 다 맛있었고, 음식도 너무너무 맛있었어요!",1
느린마을양조장 강남점,20.3.7,"전체적 분위기 괜찮고 직원분들 친절했어요
막걸리 맛있었어요",0
담소사골순대 강남본점,20.3.8,가성비가 좋은 집이에요,0
백억하누 강남본점,20.3.8,할인까지 받고 맛있게 잘 먹었습니다,0
신부자식당,20.3.8,굿,0
신부자식당,20.3.9,"맛있는디, 고기를 한번이 구워주셔서..흡입하게 되어..... 너무 빨리 집에가게 됨",1
우동명가기리야마본진,20.3.9,덴뿌라 자루우동 콤보 개 꿀맛,0
느린마을양조장 강남점,20.4.1,맛있고 분위기 좋았습니다,0
을밀대 강남점,20.4.10,삼삼하니 맛있어요~~!!,0
딘타이펑 강남점,20.4.10,매번 맛있습니다 웃음,0
딘타이펑 강남점,20.4.10,,1
우동명가기리야마본진,20.4.10,맛잇긴한데 느끼해서 (실망) 그리고 비싸요(실망),0
리샨 삼성타운점,20.4.10,단골집.,0
느린마을양조장 강남점,20.4.10,언제나 만족하고나가는곳,0
청류벽,20.4.11,"들기름막국수, 물막국수, 보쌈 시켜 먹다가 지평생막걸리까지 시켜 먹었어요웃음웃음 보쌈은 저녁시간에만 맛 볼 수 있어서 낮에 방문하면 냉제육으로 대체해야해요 실망 피양옥 사장님이 하시는 가게라고 들었어요웃음 식사메뉴도 다양합니다. 늙은호박전을 먹어보고 싶어요 다음 방문엔! 파김치 부추무침 생미나리 배추보쌈김치 무보쌈김치 백김치가 함께 나오는 보쌈 한 상. 행복해질 수 밖에 없어요웃음굿굿",1
청류벽,20.4.11,,1
청류벽,20.4.11,너무 맛있게 먹었어요,1
백억하누 강남본점,20.4.13,식사량이 충분해서 좋았습니다. 분위기도 좋고요.,0
딘타이펑 강남점,20.4.13,맛져요,0
담소사골순대 강남본점,20.4.14,맛있어요,0
강남진해장,20.4.14,존맛탱...쏘주4병각....,1
오리지널시카고피자,20.4.14,오랫만에 들렸는데 여전히 맛있네요(웃음) 다음에 또 들릴게요!,1
느린마을양조장 강남점,20.4.14,안주도 맛있고 예약하고 가니 기다리지 않아서 좋았어요 (웃음) 재방문할거같아요!,1
고양이부엌,20.4.15,감자튀김이 맛있어요,0
담소사골순대 강남본점,20.4.15,순대는 언제나 맛있는거같아용 웃음 잘먹었어요,0
라그릴리아 SPC스퀘어점,20.4.15,"맛:좋음/가격&분위기:적당함/서비스:불친절,음식대기 오래걸림
서버 인원은 충분한데, 한결같이 다들 불친절해서(특히 남직원) 맛있게 먹었지만 재방문을 망설일것같습니다. 직원교육이 필요해보입니다.",1
딘타이펑 강남점,20.4.15,최고의 딤섬집 세트메뉴 최고,0
화기애애 강남역점,20.4.16,적은 인원이 아니였는데 정말 푸짐하게 먹고 갔어요 웃음 감사합니다,0
백억하누 강남본점,20.4.16,강남 일대 최고의 갈비탕,0
딘타이펑 강남점,20.4.16,맛있었습니다 강남 딘타이펑 중식다으로서는 최고의 선택이네요,0
봉피양제주 강남점,20.4.16,맛은 좋지만 서비스는 별로,0
느린마을양조장 강남점,20.4.16,메뉴가 맛있어서 다양하게 다 맛본것 같아요. 가을 막걸리 추천합니다 (웃음),1
담소사골순대 강남본점,20.4.17,#친절해요,0
담소사골순대 강남본점,20.4.17,맛있어요,0
백억하누 강남본점,20.4.17,"너무 맛있고 직원분들도 친절하셔요
다음에 또 갈게요",1
라그릴리아 SPC스퀘어점,20.4.17,,1
딘타이펑 강남점,20.4.17,"미리 예약하면 에이드 2잔을 받았어요 다들 예약하고 가세요  한국 딘타이펑은 몇년동안 거의 모든 메뉴 다 시켜봤어요 샤롱바오,우육면,계란볶음밥, 채심볶음 4가지는 가장 맛있다고 생각해요 한국 그만큼 중국집이 있는데 딘타이펑하고 하이디**(훠궈)의 맛은 가장 중국요리 맛이 나는 맛집이라고 생각해요 (한국에서 사는 중국인 유학생이에요)",1
리샨 삼성타운점,20.4.17,맛있어요(웃음),0
청류벽,20.4.18,들기름 맛있고 물막은 별로에요,0
청류벽,20.4.18,물막국수는 맛없고 들기름막국수가 새로운 맛이라 맛있었어요,0
을밀대 강남점,20.4.18,"평냉맛집
수육+빈대떡+평냉 순으로 항상 먹네요 웃음",0
시골야채된장,20.4.18,강남역의 숨겨진 맛집입니다. 10번도 넘게 갔습니다,0
시골야채된장,20.4.18,굿,0
시골야채된장,20.4.18,맛있어요,0
시골야채된장,20.4.18,굿,0
딘타이펑 강남점,20.4.18,완전 맛있어요 샤오룽바오,0
파파야리프,20.4.18,잘먹었습니다! 다만 한국인입맛에 많이 맞춰진맛이 아쉽,0
파파야리프,20.4.18,음식이 빨리 나오고 맛도 있고,1
봉추찜닭 강남주공공이점,20.4.18,"맛있는데,, 너무 매워요..!!!",1
느린마을양조장 강남점,20.4.18,맛있네용,0
느린마을양조장 강남점,20.4.18,"친절하고, 가성비 좋고 빨리 나오는 음식들이 좋았습니다. 또 들리겠습니다~!",0
시골야채된장,20.4.19,가족들이 맛있어 하네요,0
시골야채된장,20.4.19,된장의 참맛!,0
담소사골순대 강남본점,20.4.19,진짜 맛남 국물도 진하구,0
고양이부엌,20.4.2,맛있어요.,0
구스아일랜드 브루하우스,20.4.2,구스아일랜드 강남맥주 수제 맥주 치킨이 정말 맛있어요 다른 음식 메뉴들도 맛있고 친구들이나 직장 동료들 하고 가기 좋아요 ,1
딘타이펑 강남점,20.4.2,"맛나여 웃음
번잡하지않고좋았네여",0
시골야채된장,20.4.20,점심 저녁때 가끔가요~전반적으로 굉장히 맛이 좋고 든든하지만 너무 짤때가 많아서 별하나 뺄게요~,0
고양이부엌,20.4.20,맛탕이랑 볶음밥 추가로 먹었는데 맛있었어욤,0
강남진해장,20.4.20,진짜 최고에요 제가 가본 해장국 집중에 가장 실하고 맛있어요!!,0
고양이부엌,20.4.21,맛있어요 웃음웃음웃음,1
딘타이펑 강남점,20.4.21,맛있게 잘 먹었습니다 카운터에 담다자분이 잠시 자리를 비우셨는지 좀 어수선했습니다만 그래도 맛은 언제가도 훌륭했습니다,0
딘타이펑 강남점,20.4.21,맛있고 친절했습니다 ,1
삼거리포차,20.4.21,"진짜 맛 없고 비싸기만 함
절대 다신 안 갈거에요",0
삼거리포차,20.4.21,꺼억!,0
청류벽,20.4.22,좋아요 맛좋아,0
고양이부엌,20.4.22,맛있어용정말로맛있어용,0
고양이부엌,20.4.22,맛있어요,1
강남진해장,20.4.22,넓고 사람 많아요. 한번씩 먹을만해요!,1
딘타이펑 강남점,20.4.22,좋은 자리 안내 감사드립니다,0
우동명가기리야마본진,20.4.22,굿,0
느린마을양조장 강남점,20.4.22,처음 가봤는데 막걸리 진짜 맛있고 안주도 최고에요! 양이 막 넉넉한 건 아니라서 1차보다는 2차에 더 적합한 것 같아요. 8분 이상이면 방으로 부탁드리는 게 덜 시끄럽고 더 좋은 것 같아요(웃음),1
청류벽,20.4.23,테이블 간격이 너무 좁은게 좀 불편했지만 음식도 맛있고 친절하셔서 잘먹었어요웃음,1
청류벽,20.4.23,"짜요 실망
물김치는 써요 실망
동그랑땡 나와서 쫌 좋았어요",0
을밀대 강남점,20.4.23,서울에 있느 냉면집 중 여기가 최고,0
화기애애 강남역점,20.4.23,삼겹살 소스 너무 맛있어요 웃음,0
시골야채된장,20.4.23,인생된장찌개입니다...좋아요,0
강남진해장,20.4.23,맛있아요~~~,1
딘타이펑 강남점,20.4.23,"넓고 쾌적했어요
조금 어두웠구요
여자 2인가서 샤오롱 샘플러(10ea)랑 새우볶음밥 먹었는데 살짝 양이 적었어요 볶음밥 맛있었는데 양은 0.7인분 정도 되는 듯!",0
딘타이펑 강남점,20.4.23,에이치 코인으로 결제 가능하다고 알고 있어서 일부러 찾아갔는데 결제 안된다고 하셔서 할수 없이 카드 결제 하고 왔네요 카드사랑 정보가 안맞는거 같아서 시정 부탁 드려요 ,1
고양이부엌,20.4.24,"떡볶이 맛있고, 사이드도 최고!
쫌만 더 친절했으면~",0
구스아일랜드 브루하우스,20.4.24,,1
딘타이펑 강남점,20.4.24,좋아요,0
오리지널시카고피자,20.4.24,맛잇음,0
오리지널시카고피자,20.4.24,첫 조각은 맛있는데 치즈가 식어가면서는 좀 아쉽네요 (실망),0
을밀대 강남점,20.4.25,비냉은 별로였지만 물냉이 맛있어요,0
라그릴리아 SPC스퀘어점,20.4.25,엄청나게 추천합니다,0
라그릴리아 SPC스퀘어점,20.4.25,좋아요,0
라그릴리아 SPC스퀘어점,20.4.25,가성비 짱. 넘 맛나요,0
화기애애 강남역점,20.4.26,ㅈㅁㅌ 이에요웃음,1
강남진해장,20.4.26,맛있어요,0
느린마을양조장 강남점,20.4.26,맛있고 분위기도 좋아요,0
을밀대 강남점,20.4.27,맛있는데비쌈,0
시골야채된장,20.4.27,데리고 가는 사람마다 다 단골되는 대존맛탱 맛집. 강남에서 이만한 가성비로 이만큼 든든한 식사 불가능이라 생각했는데.. 여긴 대박이네요 된찌 청국장같이 고추장 야채 참기름 비벼먹는거 넘 맛있고 서비스로 나오는 계란찜이 댑 악 입니다 참고로 제육은 양이 적고 그냥 그래요 제육 시키지마셈여,1
고양이부엌,20.4.27,맛있어요,0
딘타이펑 강남점,20.4.27,맛있어요 대만에서 먹은거랑 같아요 ,0
딘타이펑 강남점,20.4.27,양이 많지는 않지만 음식맛이 강하지 않고 맛있어요,0
파파야리프,20.4.27,,1
화기애애 강남역점,20.4.28,고기도 맛있지만 기본으로 주는 계란찜과 김치찌게가 넘 맛있어요 요즘 날씨가 좋아서 야장에서 식사했는데 좋더라구요,1
딘타이펑 강남점,20.4.28,다 맛있었어요! 우육면 특히 맛있네요,0
딘타이펑 강남점,20.4.28,친절하고 좋았습니다 웃음,0
고양이부엌,20.4.29,굿굿,0
고양이부엌,20.4.29,맛있고 가격도 적당하고 좋습니다.,0
딘타이펑 강남점,20.4.29,생각보다 고급스럽고 맛있어요 에이드 서비스도 감사합니다,0
파파야리프,20.4.29,좋아요,0
느린마을양조장 강남점,20.4.29,,1
느린마을양조장 강남점,20.4.29,"소문듣고갔습니다만 봄막걸리 맛있었구요
미리예약덕도 봤지만 주변이 너무 시끄러워서 대화하기 부적합한곳 목소리가 쉰소리납니다 (실망) 안주가 엄청 맛있다고 하여 기대했는데
제육볶음두부김치주문 너므 까암짝놀랐죠~ 돼지고기를 채썰기로 잡채용사용 고기를찾아 보기 힘들었고 양도 적고 그래서 저녁식사겸 느린마을보쌈을 추가주문, 쟁반에 펼쳐서 나온 모양에 또한번 놀랐어요~~
(실망)어쩜 그리 손이작으신지요
역시 강남은 푸짐함보단 비쥬얼인가봅니다
별 1개반도 후하게 드린거 슬퍼마시고 재방문은 고려해볼려구요
웨이팅할만큼 비추 예약은 필수입니다
친절하다는데 계산할때 그분만 친절했어요(웃음)",1
느린마을양조장 강남점,20.4.29,단체 모임에도 적합하고 음식맛과 분위기 모두 좋았습니다.,1
청류벽,20.4.3,들기름 막국수 맛나요,0
강남진해장,20.4.3,해장국은 역시 진해장이예요~이집 강추입니다 웃음,1
느린마을양조장 강남점,20.4.3,다신가고싶지않음,0
느린마을양조장 강남점,20.4.3,막걸리 맛있고 분위기도좋아요!,0
느린마을양조장 강남점,20.4.3,"분위기 좋고 친절하고 맛도 괜찮은데, 테이블간격이 너무 가까워서 근처 테이블이 시끄러우면 대화하기 힘들어서 아쉬웠음. 그래도 만족함",1
강남진해장,20.4.30,곱창전골 국물이 진하고 맛있어요~,0
딘타이펑 강남점,20.4.30,너무 맛있게 잘먹었습니다 친절해요,0
느린마을양조장 강남점,20.4.30,맛있어요!! 친절하고 좋았어요,0
을밀대 강남점,20.4.4,수육이 맛있다 냉면은 더 맛있다,0
고양이부엌,20.4.4,맛나요,0
고양이부엌,20.4.4,"강남역 즉석떡볶이맛집
맛있어요~~",0
구스아일랜드 브루하우스,20.4.4,"분위기 좋아요
소개팅하기 괜찮아요",0
느린마을양조장 강남점,20.4.4,맛있게 잘먹었어요.,1
시골야채된장,20.4.6,사장님 친절하시구 엄청 맛있어요웃음 굳굳,0
딘타이펑 강남점,20.4.6,"딘타이펑 샤오롱바오 너무 맛있어요 !!!!!
그치만 짜장면 면발이 얇은 게 좀 호불호가 갈리는듯하지만 그래도 딤섬이랑 같이 먹을때 배가 덜불러서 좋긴해요 웃음  ",0
딘타이펑 강남점,20.4.6,음식도 맛있고 친절했습니다 웃음 ,0
대려도,20.4.6,맛있어요(웃음),0
대려도,20.4.6,굿,0
강남진해장,20.4.7,해장국좋아용~웃음,0
담소사골순대 강남본점,20.4.9,맛나요,0
강남진해장,20.4.9,갈비곱창전골의 갈비가 쏘굿!,0
우동명가기리야마본진,20.4.9,"여기 꼭 가세요 두번가세요 많이가세요
너무 맛있어요 사장님 돈 많이버세요~",0
우동명가기리야마본진,20.4.9,"면발이 탱글탱글 진짜 맛있습니다!!
가격이 좀 비싸긴합니다...",0
청류벽,20.5.1,#청류벽,1
느린마을양조장 강남점,20.5.1,좋아요 (웃음)(웃음),0
느린마을양조장 강남점,20.5.1,막걸리는 맛있습니다. 안주는 몇년전부터 항상 평이 안좋은데 개선이 안되네요... 2차즈음 가기 좋은 곳,0
화기애애 강남역점,20.5.10,"분위기도 좋고 고기 맛도 좋았고 소규모로 소고기 먹고싶을때 가기 너무 좋을거 같아요
담 번에도 또 오고 싶네요~",0
구스아일랜드 브루하우스,20.5.10,수제 맥주 맛있어요,0
딘타이펑 강남점,20.5.10,직원 불친절 꿔바러우 새우 딱딱,0
느린마을양조장 강남점,20.5.10,가게 분위기도 되게 좋고 음식맛도 되게 좋네요 (웃음) 술마시러 갔다가 밥먹고 나왔습니당(웃음),0
청류벽,20.5.12,"감자전 말고 호박전, 아시겠죠?",1
백억하누 강남본점,20.5.12,맛있었어요~ 서비스도 좋고~ 또 먹고 싶네요,0
백억하누 강남본점,20.5.12,"이런 삼합이 있는지 첨 알았네요~
맛있게 잘먹고 갑니다!",0
백억하누 강남본점,20.5.12,삽겹살 넘 맛있었습니다 좋아요 육즙 장난아님 웃음 진짜 삽겹살 퀄 좋아씀!! 진짜 많이 먹었네요 웃음 덕분에 부모님이랑 즐거운 시간 됐습니다. 술도 잔뜩 먹었구요ㅎ 넘 맛있게 잘먹고왔습니다!!,0
라그릴리아 SPC스퀘어점,20.5.12,늘 맛이 무난하게 괜찮다. 분위기도 괜찮아서인지 인기가 늘 많은데 예약을 하면 좋다. 이번에는 좀 짰지만 스테이크 가성비도 나쁘지 않다. Skt 할인이 되는데 6번에 1번 정도만 할인되는 카드를 말해주는 점이 아쉽다. 그 외의 서비스는 평범.,1
신부자식당,20.5.12,점심에 쭈꾸미 불고기 먹었는데 맛있었어요,0
구스아일랜드 브루하우스,20.5.12,"오늘간건아닌데,, 맥주도 맛있구요 음식도 은근 맛있어요 피쉬앤칩스, 치킨 맛있어요",0
느린마을양조장 강남점,20.5.12,(웃음)(웃음)(웃음)(웃음)호,0
라그릴리아 SPC스퀘어점,20.5.13,,1
신부자식당,20.5.13,좋아요~~,0
딘타이펑 강남점,20.5.13,"본토의 맛이 보장된 곳에서 먹고 싶다면 역시 딘타이펑 

소룡포의 국물맛을 여기서 처음 알았다 ",1
딘타이펑 강남점,20.5.13,자주 가는 곳인데 항상 맛있어요 샤오롱바오는 정말 끊을 수가 없네요 웃음 항상 인다 10피스씩 먹어요!,1
딘타이펑 강남점,20.5.13,친철하시고 너무 좋아요,0
백억하누 강남본점,20.5.14,,0
백억하누 강남본점,20.5.14,"오랜만에 동창모임으로 자리를 만들어봤는데, 괜찮네요~ 투뿔한우랑 해산물의 조합이 굿굿!",0
강남진해장,20.5.14,일하시는 분들도 친절하셨고 콩나물이 들어있어서 그런지 시원하도라고요,0
리샨 삼성타운점,20.5.14,"일일향 짬뽕이 더 맛있는 듯?
근데 면발은 괜춘했음
곱빼기 시켰는데 국물이 죽 같았음..",0
느린마을양조장 강남점,20.5.14,맛있게 배부르게 먹었어요!,1
느린마을양조장 강남점,20.5.14,"음식도 술도 다 맛있어요
룸으로 변경해주셔서 더 좋았네요 (웃음)",0
신부자식당,20.5.15,"고맙습니다
감사합니다",0
딘타이펑 강남점,20.5.15,그렇게 맛있진 않네요 서비스는 좋아요,0
시골야채된장,20.5.16,청국장 맛있어요,0
백억하누 강남본점,20.5.16,"돈삼겹이 생겻길래 먹엇는데 존트맛..파무침 버섯 김치 모든것이 맛있었...또 먹고픈 오늘..
",0
구스아일랜드 브루하우스,20.5.16,맥주도 맛있고 친절하시고 좋아요!,0
구스아일랜드 브루하우스,20.5.16,좋아요!,1
딘타이펑 강남점,20.5.16,"대만에서 먹던 바로 그맛 
주차도 편함 발렛 3,000원",0
오리지널시카고피자,20.5.16,치즈폭탄(웃음)맛나요,1
느린마을양조장 강남점,20.5.16,너무 맛있음 안주 믿고 먹어요,0
청류벽,20.5.17,깍두기 넘 맛있어요!!,0
고양이부엌,20.5.17,생각보다 그냥 ...,0
파파야리프,20.5.17,쌀국수랑 팟타이 전맛탱,0
강남진해장,20.5.18,먹을만해요,0
딘타이펑 강남점,20.5.18,"가끔 맛있는 거 먹고 싶을 때 이용하는 곳인데, 요즘 코로나 때문에 만석은 아니었지만 그래도 이요하는 고객들이 많은 편이었습니다 세트 메뉴 중에 새로운 것이 있어서 그것을 주문했는데, 양도 푸짐하고 맛도 있고, 역시 기대를 저버리지 않았네요 네이버로 예약하고 갔더니 에이드 2잔도 서비스로 제공해 주시고, 덕분에 맛있는 점심 식사를 했습니다",0
딘타이펑 강남점,20.5.18,비싼데 맛남,0
시골야채된장,20.5.19,22년전맛 그대로,0
백억하누 강남본점,20.5.19,머야머야... 오랜만에 왔는데 가게분위기 너무 이쁘게 바껴있어서 놀랬어요 웃음 숲속에 고기먹는줄 알았자나여~!! 웃음,0
청류벽,20.5.20,완전맛나요 좋아요 꼭드세여,0
청류벽,20.5.20,존맛탱탱탱!!!!!@,0
화기애애 강남역점,20.5.20,지인들이랑 갔었는데 맛있었습니다 웃음,0
시골야채된장,20.5.20,마씨씀,0
고양이부엌,20.5.20,맛있음,0
구스아일랜드 브루하우스,20.5.20,안주도 맥주도 분위기도 모두 좋아요 웃음,0
백억하누 강남본점,20.5.21,맛에 비하면 가격이 괜츈하네요! 이퀄리티면 더 비쌀줄 알았는데 웃음 가심비 오지고 지렸다,0
딘타이펑 강남점,20.5.21,"게살샤오롱바오가 1+1이벤트중이어서 저렴하게 먹었습니다 볶음밥하고 우육면추가해서 먹었구요 예약해서 에이드서비스받았어요
자리는 편안했는데 에어컨이 직빵으로 내려오는자리라 좀추웠구요 짜사이를 추가요청드렸는데 직원분3명한테 번갈아가며 말해야 겨우가져다주셨어요 웃음
카운터는 친절한 응대를 받았는데 서빙쪽 직원분들은 바쁘신건지 친절한느낌은 받지못했습니다 ",1
딘타이펑 강남점,20.5.21,슈크림사오롱바오 맛나요  ,1
느린마을양조장 강남점,20.5.21,회식했는데 분위기도 좋고 맥걸리 너모 맛있었어용,0
시골야채된장,20.5.22,매우 불친절,0
고양이부엌,20.5.22,맛있어여,0
백억하누 강남본점,20.5.22,가정집안에서 밥먹는 기분이네요~ 편안한 분위기에서 배불리먹구갑니당 웃음 밑반찬 완존 꿀맛~,0
우동명가기리야마본진,20.5.22,우동은 꼭 드셔보세요.. 후회 no.. 단 조금 비싸요.,0
대려도,20.5.22,좋아요,0
청류벽,20.5.23,진짜 맛있어요. 보쌈 부들부들하고 들기름막국수 맛집! 보쌈+들기름막국수 조합으로 드셔보세요,1
을밀대 강남점,20.5.23,너무 맛있어요 최고입니다,1
화기애애 강남역점,20.5.23,잘 먹었어요,0
화기애애 강남역점,20.5.23,맛있게 잘먹었습니다,0
딘타이펑 강남점,20.5.23,자주 가요 너무 맛있어요 근데 양이 좀 적어졋어요,0
대려도,20.5.23,왠만한 동일 가격대 고급 중국집보다 맛있어요. 어른들 모시고 가기에 양이 조금 아쉽지만,0
강남진해장,20.5.24,정말 맛있어요,0
신부자식당,20.5.24,"맛도 좋고 사장님, 직원들 모두 친절하심",0
고양이부엌,20.5.25,,1
백억하누 강남본점,20.5.25,"오랜만에 가족들이 한곳에 다 뭉쳐서 식사했네요 웃음
반찬들이 하나같이 다 예쁘고 구성이 좋다구 엄마가 너무 좋아하셨어요~ 아버지는 고기랑 해산물이랑 같이 먹는곳이 신기하시다면서 아주 맛있게 드셨어욤~",0
딘타이펑 강남점,20.5.25,자주가요 양이 좀 줄긴 햇지만 맛있어요,0
백억하누 강남본점,20.5.26,두께가 두툼하고 맛있네요! 웃음 한우먹으러왔다가 뜻밖의 맛있는 메뉴 발견했네요~,0
느린마을양조장 강남점,20.5.26,좋아요,0
느린마을양조장 강남점,20.5.26,좋아요..,0
백억하누 강남본점,20.5.27,직원분이 흰접시를 가지고 저희쪽을 올때부터 와...저게 뭐야? 라고 감탄사를 내뱉을 정도로 비쥬얼이 긋긋긋 이였어요~,0
을밀대 강남점,20.5.28,맛이 깔끔합니다!,0
담소사골순대 강남본점,20.5.28,맛있어요,0
백억하누 강남본점,20.5.28,전에 가족모임으로 왔을때 없었던 메뉴가 생겼더라구요!??! 너무 궁금한 나머지 여자친구랑 같이 방문해서 먹어봤는데 근처에 제가 자주갔던 삼겹살집에서 여기로 갈아타야겠네요 웃음 존맛탱임,0
구스아일랜드 브루하우스,20.5.28,맥주 맛집,1
딘타이펑 강남점,20.5.28,맛있었어요 시원해 세트메뉴 먹었는데 넷이먹기 딱 적덩햤어요,0
우동명가기리야마본진,20.5.28,언제나 맛있는 초회!,1
대려도,20.5.28,맛있어요 (웃음),0
우동명가기리야마본진,20.5.29,가격대가 좀 있는데 그만큼 맛있어요 자루우동 추천합니당,0
오리지널시카고피자,20.5.29,,1
봉추찜닭 강남주공공이점,20.5.29,맛있어요,0
느린마을양조장 강남점,20.5.29,좀 시끄러웠어요,0
청류벽,20.5.3,손님 응대가 진짜..,0
고양이부엌,20.5.3,맛있습니다,0
구스아일랜드 브루하우스,20.5.3,맥주가 너무 맛있지만 가격때문에 별하나 뺐어요 깔리마리 튀김 맛집이에요 웃음,1
딘타이펑 강남점,20.5.3,강남역 중식 샤오롱바오,0
오리지널시카고피자,20.5.3,맛집이에유,0
화기애애 강남역점,20.5.30,서비스도 좋고 분위기도 좋고 일단 맛있어요,0
백억하누 강남본점,20.5.30,오랜만에 배에 기름칠하니까 좋네요~ 오랜만에 왔는데 인테리어가 센스있게 잘 변경되어 있더라구요 웃음,0
라그릴리아 SPC스퀘어점,20.5.30,"갈비리조또 피자 대창파스타 다 맛있었어요
메뉴가 특이하고 음식 깍끔해서 좋아요",0
라그릴리아 SPC스퀘어점,20.5.30,"테이블이 안닦여있어 좀 그랬지만
맛있네요~~",0
라그릴리아 SPC스퀘어점,20.5.30,좋아요,0
파파야리프,20.5.30,매콤쌀국수 맛있어용,0
우동명가기리야마본진,20.5.30,친절해요. 근데 가격에 비해서는 우동면은 실망이에요. 그래도 맛있어요,1
느린마을양조장 강남점,20.5.30,친절하고 맛있어용!! (웃음) 근데 업장 사이즈가 큰데테이블벨없는건 너무너무불편하네요,0
담소사골순대 강남본점,20.5.31,"늘 평타는 치는 담소 웃음
일하시는분이 친절합니다",0
라그릴리아 SPC스퀘어점,20.5.31,분위기 좋고 맛있어요~,0
파파야리프,20.5.31,태국음식 푸파퐁커리 짱 맛있어요,0
딘타이펑 강남점,20.5.4,그저 그래요,0
딘타이펑 강남점,20.5.4,항상 친절하고 맛있지만 비싸요,0
오리지널시카고피자,20.5.4,구우웃~~,0
오리지널시카고피자,20.5.4,굿,0
오리지널시카고피자,20.5.4,맛있고 친절합니다~(웃음),1
대려도,20.5.4,짜장. 짬뽕 별로임,0
느린마을양조장 강남점,20.5.4,분위기도 좋고 음식 맛도 좋음,0
시골야채된장,20.5.5,#강남역맛집 #강남역노포,0
라그릴리아 SPC스퀘어점,20.5.5,발렛이 좋아요~ 가족모임으로 강추입니다 웃음,0
딘타이펑 강남점,20.5.5,맛있어요,1
시골야채된장,20.5.6,인원당 시켜야 합니다. 불친절,0
시골야채된장,20.5.6,강남에서 이정도 가격이면 무난한듯 맛도 기본 이상은 한다 영업시간이 길어서 아침부터 먹기 좋다,1
강남진해장,20.5.6,맛집이에요,0
강남진해장,20.5.6,맛집이에요,0
을밀대 강남점,20.5.7,맛있어서 자주가요,0
시골야채된장,20.5.7,맛있어요,0
신부자식당,20.5.7,좋아요~~~~~~~,0
신부자식당,20.5.7,너무 맛있어요👍🏻강남역 1등 고깃집 하트,0
딘타이펑 강남점,20.5.7,가족들과 즐겁게 맛있게 먹고 왔습니다 ,0
우동명가기리야마본진,20.5.7,우동 맛집,0
느린마을양조장 강남점,20.5.7,친절합니다. 다만 족발보쌈은 조금 양이 적네요. 다른거는 다 괜찮아요. 전반적으로 만족 합니다.,0
화기애애 강남역점,20.5.8,좋았습니다.,0
백억하누 강남본점,20.5.8,어버이날이라 방문했는데 맛있었어요~,0
백억하누 강남본점,20.5.8,점심에 육회비빔밥 괜찮아요,0
백억하누 강남본점,20.5.8,맛있어요,0
라그릴리아 SPC스퀘어점,20.5.8,비싸유 웃음,0
라그릴리아 SPC스퀘어점,20.5.8,"분위기,맛,가격...대체로 만족~",0
딘타이펑 강남점,20.5.8,"어버이날 저녁 예약하고 갔는데 코로나때문인지 생각보다 사람은 없어서 좋았음 
대만에서 안먹어봐서 모르지만, 가족 전반적으로 만족했음 맛은 그냥 괜찮아요하고 서비스가 좋았음 네이버로 예약해서 에이드 두 잔도 서비스로 줬음 ",1
고양이부엌,20.5.9,원래 분당에 있는 고양이부엌 자주 갔었는데요~ 여기 진짜 맛도 괜찮고 너무 좋아요~ 어제도 진짜 몇시간동안 배불렀는지 몰라요,1
