Store_name,Date,Review,Photo
딘타이펑 강남점,18.9.12,"서빙 해주시는 분들이 친절했고, 맛있게 잘 먹었습니다 웃음",0
딘타이펑 강남점,18.9.12,시설도 넓고 접근성도 좋고 서비스도 만족합니다,0
딘타이펑 강남점,18.9.13,항상 웨이팅이 많아 네이버 통해 미리 예약하고 가서 편했어요 음식도 맛있고 칠리새우 첨 먹어봤는데 매우 맛있었어요 ,0
느린마을양조장 강남점,18.9.13,"48명 정도의 모임에 아주 괜찮은 장소입니다 다양한 막걸리, 약주를 왁자지껄한, 깔끔한 분위기에서 즐길수있습니다 예약필수고, 인기 막걸리 겨울은 우선적으로 드세요 종종 조기마감되네요 ",0
느린마을양조장 강남점,18.9.13,좋아요 딸기막걸리앵각보다 맛있응,0
딘타이펑 강남점,18.9.14,세번 더 갈 예정,0
딘타이펑 강남점,18.9.15,흠 너무 기름에 쩐맛 ,0
느린마을양조장 강남점,18.9.15,네이버 예약하니 대기 없이 만족스러웠어요 막걸리는 맛이 괜찮았고 여름보다는 가을이 낫더라구요 suv는 주차장에 들어갈수 없어서 인근 유료주차장을 이용해야 했던게 단점이었네요,0
느린마을양조장 강남점,18.9.15,"미리 예약해서 대기없이 들어갈수있어 좋았어요 
겨울 막걸리를 마시고 싶었으나 품절로 인해
가을 막걸리로 마셨는데 맛있었어요 웃음
안주는 맛있다기보단 무난하게 먹었습니다",0
느린마을양조장 강남점,18.9.15,"안녕하세요 느린마을 양조장 강남점은 10번가까이되는데 매번 서비스가 조금불친절한거같아요 바쁜부분은 알겠는데 너무 직원분들이 일하기 싫은게 얼굴에 티내고 하시더군요 특히 제가방문한날짜가 09/15 이었는데, 단발머리 파마한 여자직원분 알바이신지 정직원이신지 모르겠습니다만 너무 일하기싫은게 표정이보이더라구요 그래도 고급진 수제막걸리 전문점아닌가요? 적어도 손님이 직원이일하기 싫은 걸 눈치채지않게 일은 해야한다고 생각하네요 웃음 앞으로는 이부분은 신경써주시기바랍니다 주문만받고 주문한음식만 내놓는것만이 그들일이 아니에요",0
느린마을양조장 강남점,18.9.16,일요일은 메뉴가 한정적이라서 아쉽네요 그래도 맛은 있었어요 해물파전이 가장 맛있는것 같아요 다음에도 재방문 계획이에요,0
딘타이펑 강남점,18.9.19,맛있고 좋아요 웃음 네이버 리뷰하면 탄산음료 2잔 무료!,0
딘타이펑 강남점,18.9.20,늘 그렇듯이 무난했습니다 감사히 잘 먹었습니다 웃음 ,0
느린마을양조장 강남점,18.9.20,"예약하고 가야할거 같아요 목요일 평일인데도 사람들이 입구에서 줄을 서더라구요

먹다보니 가격이 좀 센거 같은데, 분위기가 좋았어요",0
느린마을양조장 강남점,18.9.20,"저녁에 미리 예약 하는게 좋을 것같아요 화장실 고쳐주셨으면 좋겠네요 웃음 여자화장실 두칸중 한칸 고장나서 못쓰니까 음식도 맛도 좋았습니다 직원분들도 친
절 하시고여 웃음",0
느린마을양조장 강남점,18.9.20,좋아!,1
느린마을양조장 강남점,18.9.21,분위기도 좋고 맛있었어요 웃음,0
딘타이펑 강남점,18.9.22,딤섬 맛있게 먹었어요 웃음 ,0
느린마을양조장 강남점,18.9.22,막걸리 존맛입니다 아쉽게 겨울은 먹지못했지만(실망) 그래도 안주도 맛있고 막걸리도 맛있고 친구들이랑 대화하면서 술마시기 최고의 장소입니다 ,0
느린마을양조장 강남점,18.9.22,"여러가지 종류의 술과 안주를 먹었습니다 분위기도 좋고, 대신 소주랑 맥주는 팔지 않아요 웃음 다음에 또 방문 할 예정입니다 !",0
딘타이펑 강남점,18.9.23,매장이 넓어서 좋았고 음식도 맛있었어요!!,0
딘타이펑 강남점,18.9.24,분위기가 너무 좋고 셋트 먹었는데 둘이 먹긴 많아요!,0
딘타이펑 강남점,18.9.27,딤섬이이렇개맛있는지 이제알았어요,0
느린마을양조장 강남점,18.9.27,느린마을은 언제나 최고 강남에 한식을 이보다 잘하는 곳이 있을까?,0
딘타이펑 강남점,18.9.28,예약해서 그런지 바로 들어갈수있었고 직원분들이 계속 돌아다니시면서 필요한게 더 있는지 체크해주시고 신경써 주셔서 편하게 식사하고 올 수 있었습니다 ,0
딘타이펑 강남점,18.9.28,좋아요 맛있고 다음에 또 올게요,0
딘타이펑 강남점,18.9.29,현지까진 아니지만 맛있네요 육즙이 원래 도저히 못먹을 정도로 뜨거워야하는데 한국은 그게 안되나봐요 웃음 그래도 맛있었습니다,0
느린마을양조장 강남점,18.9.29,깨끗하고 친절합니다,1
느린마을양조장 강남점,18.9.29,안주도 맛있고 막걸리도 맛있습니다,0
느린마을양조장 강남점,18.9.29,"오픈 시간에 예약하고 갔는데 이른 시간에도 이미 예약석이 많더라구요, 다행히 좋은 자리 주셔서 편하게 마시고 놀았습니다 웃음 술맛은 두말할거 없고 안주도 맛있어요 !
다만 여자화장실 좀 고쳐주세요 20일 리뷰에도 화장실 얘기있던데 아직까지 안고친거라면 좀 심한거 아닌가요??",0
딘타이펑 강남점,18.9.3,"친절하고 음료서비스도 좋았어요
자리도 편한자리로 안내받고 다음에도 이용할게요",0
느린마을양조장 강남점,18.9.3,"분위기 굿 막걸리 굿 안주퀄리티는
그닥",0
딘타이펑 강남점,18.9.30,자주 갔더니 거의 지정석으로 주셔서 감사합니다 웃음 ,0
딘타이펑 강남점,18.9.4,"맛있어요
매우 만족합니다",0
느린마을양조장 강남점,18.9.4,막걸리도 안주도 굿 벨이 없고 직원분들도 없어서 주문하기 불편 별 하나 뺌,0
딘타이펑 강남점,18.9.5,맛도 분위기도 만족스러웠습니다 직원분들도 친절하시고 세심하게 계속 신경 써주셔서 좋았습니다 웃음,0
느린마을양조장 강남점,18.9.5,"오랫만에 막걸리 마시니 맛나네요 
미리 예약하고 같더니 조용한 자리주셔서 좋았어요 웃음",0
딘타이펑 강남점,18.9.6,예약하고가니 좋으네요,0
느린마을양조장 강남점,18.9.6,막걸리야 소문대로 맛있네요,0
느린마을양조장 강남점,18.9.6,혹시 몰라서 예약하고 갔는데 그냥 갔으면 1시간은 기다릴뻔했어요 웃음 술(특히 막걸리)좋아하시는 분들은,0
딘타이펑 강남점,18.9.7,싱가포르랑 대만에서만 먹어봤는데 샤오롱바오는 싱가포르나 대만과 차이는 못 느꼈어요 금요일 저녁이라 그런지 식다 분위기는 매우 시끄러웠어요 조용한 분위기를 원하시면 고려해보세요 깐풍기는 새우도 크고 쫄깃하고 새콤매콤해서 맛있었어요!! 춘권은 별로였고 해물짜장면은 면이 중면느낌이라 특이했고 담백해서 깔끔했습니다 계란 볶음밥 소스는 굴소스 선택했는데 짜서 남은 짜장 소스에 비벼먹었어요다음에 또가고 싶어요,1
느린마을양조장 강남점,18.9.8,"식다넓고 분위기도 좋았어요 메뉴로 먹은 골뱅이는 좀 신맛이 강해요(실망),,,,막걸리는 짱짱맛있었습니다!(웃음)",0
딘타이펑 강남점,18.9.9,말이 필요없는 최고의 맛과 서비스,0
느린마을양조장 강남점,18.9.9,겨울먹고 싶어서 일찍예약하고 간건데 봄밖에 없어서 아쉬웠어여 (실망) 안주도 일요일 메뉴로 따로 있어서 고를수있는게 별로 없었구 테이블에 벨이 없어서 직원부를때마다 소리지르는데 잘 안오심(실망)매니저로 보이시는 분은 조금 무뚝뚝하셔서 불친절해보였어요 막걸리랑 약주 맛은 좋은데 안주는 가격대비 창렬입니다 분위기는 조아요,0
느린마을양조장 강남점,18.9.9,"사람이 많다고 해서 예약하고 갔는데 일요일 오후라 사람이 없었어요 막걸리 골고루 먹어보고 싶었는데 다 품절이고 봄밖에 없어서 봄만 마셨어요 그래서 아쉬웠
어요 그리고 벨이 없고 직원분들도 근처에 안계셔서 부르는데 힘들었어요 막걸리는 적극 추천!!인데 안주는 가격이 비싸요(실망)",0
딘타이펑 강남점,19.1.10,예약 잘 되어있었습니다 서비스 좋고 맛도 좋습니다 그런데 가격이 좀 비싸네요 실망 멤버십 카드는 미리 만들고 가세요 10퍼 할인 됩니다,0
화기애애 강남역점,19.1.11,맛있게 잘먹었습니다~!,0
백억하누 강남본점,19.1.11,한우 불고기 무한리필은 맛있습니다. 소주 6천원 맥주 7천원이라 술 좋아하시는 분들은 부담될듯,0
백억하누 강남본점,19.1.11,친절한 안내 고맙습니다.,0
느린마을양조장 강남점,19.1.11,"7시 약속이였지만 6시반까지 예약이 가능해서 6시반으로, 정말 거짓말처럼 20분만에 자리가 다 찼네요 뭐지했네요 막걸리 좋네요 근데 시끄러운건 감안 또한번더 가야겠어요",1
화기애애 강남역점,19.1.12,맛도 분위기도 좋았습니다 웃음웃음,0
느린마을양조장 강남점,19.1.12,옛날이 비해 손님이 엄청 많아져서 예약안하면 빡셈,0
느린마을양조장 강남점,19.1.13,음식도 맛있고 룸으로 예약해주셔서 모임도 너무 잘했네요,0
느린마을양조장 강남점,19.1.14,예약자리 인계받아 이용 잘했고. 음식 양이 좀 작은 편이였으나 맛있었음.,0
느린마을양조장 강남점,19.1.14,좋은자리 감사드립니다. 좋응 시간 보내고 가요~ 새해에 더 번창하세요!,0
딘타이펑 강남점,19.1.15,맛있었어요 웃음 좋은 식사 했어요,0
화기애애 강남역점,19.1.16,"고기도 너무 맛있고, 후식 비빔국수와 와인 등도 매우 맛있었습니다.
마지막으로 덴마크 치즈도 먹었는데, 그것도 맛있었지요

그런데, 저희가 6명 예약을 했는데, 예약을 하고 갔음에도 불구하고, 너무 좁은 자리를 배정해주셔서....
좌석이 너무 좁아서 음식을 올려놓고, 와인 올려놓고, 와인잔 올려놓고, 반찬 올려놓기에 너무 비좁아서 불편했습니다.

그것만 빼면 나머지 부분에서는 아주 높은 점수를 드릴 수 있겠습니다.

다음에 또 갈거 같아요웃음",0
딘타이펑 강남점,19.1.16,즐거운식사였습니다,0
딘타이펑 강남점,19.1.17,예약하니 기다리지않고 에이드까지 굿 명동점 강남점 둘다가봤는데 친절하셨어요 맛은 비슷한듯,0
느린마을양조장 강남점,19.1.17,대기없이 잘 이용했네요,0
느린마을양조장 강남점,19.1.17,겨울이 그날 없어서 유감..,0
딘타이펑 강남점,19.1.18,"맛있게 잘 먹었습니다 
꿔바로우보다는 역시 딤섬 최고!!!",0
딘타이펑 강남점,19.1.18,"전체적으로 맛있어서 자주 가게되네요
직원도 친절하시고 맛도 좋아요",0
느린마을양조장 강남점,19.1.18,너무 좋았어요. 봄 여름 가을 막걸리 다 먹어봤는데요. 봄이 제일 달았어요. 여름 가을도 다 맛있었어요. 분위기도 너무 좋고... 그냥 다 좋았어요(좋아요),0
화기애애 강남역점,19.1.19,급하게 인원수 번복을 여러번해서 불편을 드렸는데도 너무나 친절하게 자리도 마련해주시고 챙겨주셔서 정말 감사했어요! 음식 맛은 말할것도 없이 너무 좋았습니다!!,0
딘타이펑 강남점,19.1.19,음식도 깔끔하고 맛있고 직원분들도 친절하고 최고였어요! 만족스러운 식사였습니다,0
딘타이펑 강남점,19.1.2,맛있게 잘 먹었습니다 감사합니다 ,0
느린마을양조장 강남점,19.1.2,강남에서 술 마시기 좋은 곳입니다. 지하에 있는데 천장이 높아서 분위기도 좋구요 막걸리랑 안주 맛이 좋습니다.,0
딘타이펑 강남점,19.1.20,"매해 생일마다 찾는 딘타이펑
올해에도 어김없이 좋았습니다 웃음
잘먹었습니다!",0
딘타이펑 강남점,19.1.20,"신년 세트 메뉴로 4인 가족이 만족스럽게 식사했습니다
딤섬 사이즈가 점점 작아지는게 좀 안타깝긴 하지만 인건비 인상과 물가 상승률 고려할때 이해할만합니다
잘 교육받은 직원들의 친절하고 활기 너무치는 서비스는 최고입니다",0
느린마을양조장 강남점,19.1.20,항상 찾아오는 곳입니다,0
백억하누 강남본점,19.1.22,지인들 모임이 있었는데 정말 맛있게 잘먹었습니다.강남 도심 한복판에 정원이 넘나 신기했어요. 다음에도 모임장소로 정하자고들하네요.대박나세요,1
백억하누 강남본점,19.1.22,맛있습니다,0
백억하누 강남본점,19.1.22,생일이어서 가족들이랑다녀왔습니다.딸내미랑 사위가 너무 맛있다고하네요.응대해준 직원도 친절히 설명주고 서비스도 챙겨주시고해서 즐거운 가족모임이었습니다.친구들모임도 잡으려고합니다.다시 잘부탁드립니다.,0
느린마을양조장 강남점,19.1.23,"해외바이어 접대로 몇번 가봤는데 막걸리 만족도가 항상 높습니다
음식도 맛있구요~",0
딘타이펑 강남점,19.1.24,"예약 후 방문으로 대기 없이 바로 입장했어요 예약 서비스로 에이드제공도 만족스러웠습니다 
서버분들 모두 친절했고, 음식도 여전히 맛있었어요 
평일 목요일 저녁시간이었는데 손님 많고 대기도 많아보였네요 네이버 예약 추천드려요!",0
화기애애 강남역점,19.1.25,너무 친절하시고 고기도 맛있었습니다.,0
딘타이펑 강남점,19.1.26,굉장히 친절하세요 웃음 ,0
느린마을양조장 강남점,19.1.26,"펍에 온줄 알았네요 분위기도 좋고
막걸리를 이런 환경에서 먹게되어 기분좋았습니다.",0
느린마을양조장 강남점,19.1.27,"엄청 많이 먹구 왔어요
일요일엔 이용 메뉴가 한정적이어서 쪼금 아쉽!",0
딘타이펑 강남점,19.1.28,맛있어서 왕창 먹음요,1
딘타이펑 강남점,19.1.28,에이드 두자무서비스 받았어요 네이버로 예약해서 받은 혜택 남 맘에 들어요 웃음,0
느린마을양조장 강남점,19.1.28,분위기도 맛도 좋아요~!,0
딘타이펑 강남점,19.1.29,서비스도 좋고 예약하니 기다리지 않아도 바로 자리가 나서 너무 좋았어요!,0
딘타이펑 강남점,19.1.29,"서빙하는직원들이 굉장히 친절했어요
근데 샤오롱바오 샘플러먹었는데, 촉촉하지않고 좀말라있었어요 말할까하다 그냥 먹었는데 아쉽네요 
예전에 명동점에선, 업장에서 먼저 샤오롱바오가 잘못해서 말랐다고 다시 새로 내주던데요",0
딘타이펑 강남점,19.1.29,예약하고 가서 에이드 두잔도 마시고 전체적으로 맛있고 좋았습니다 ,0
느린마을양조장 강남점,19.1.3,"막걸리도, 안주도 맛있습니다.
분위기도 좋고 추천합니다.(웃음)",0
느린마을양조장 강남점,19.1.30,"차가 막혀서 좀 늦는 것 미리 전화드렸더니 친절히 응대, 자리도 최대한 조용한 곳으로 배정. 다음에도 또 예약/이용하고 싶네요.",0
느린마을양조장 강남점,19.1.30,"막걸리 맛있고, 특히 민들레 좋았음, 두시간이 금방 지나감, 이 곳에오면 항상 술맛에 취해 집에가면 주량 오바한 느낌임",0
백억하누 강남본점,19.1.31,친절한 응대 고맙습니다.,0
딘타이펑 강남점,19.1.31,친절해서 좋았어요 다음에는 부모님 모시고 갈게요 웃음 ,0
느린마을양조장 강남점,19.1.31,늘 좋아하는 최애맛집!,0
화기애애 강남역점,19.1.4,"깔끔하고 분위기 좋은 고깃집이에요!
연초, 사람 많은 강남에서 대기 없이 예약으로 편하게 회식할 수 있었습니다.",0
백억하누 강남본점,19.1.4,직장 동료들과 갔는데 모처럼 즐거운 식사를 했네요~소고기도 질기지 않고 부드럽고 질이 좋은 거 같더라구요.소고기를 무한리필로 먹을 수 있는데 간도 잘맞고 맛있어서 엄청 먹고 왔어요  웃음 진짜 배터지는 줄~~ 아주 만족스러워서 부모님 모시고 또 가기로 했어요~잘 먹었습니다!,0
백억하누 강남본점,19.1.4,"금요일에 남편하고 아이랑 다녀왔어요~ 반찬도 무한리필로 갖다먹을 수 있는데다가 반찬도 맛있었고, 메인인 전복삼합도 정말 대박이었어요! 친구가 알려줘서 오게됐는데 정말 좋았어요, 아이가 편식이 심한데 다 잘먹어서 너무 고맙더라구요~애 아빠도 간만에 몸보신한거 같다며 한달에 한번씩 오자고~웃음",0
딘타이펑 강남점,19.1.4,비싸지만 맛있습니다,1
딘타이펑 강남점,19.1.4,샤오롱바오 최고!,0
화기애애 강남역점,19.1.5,"잘먹고 갑니다~

부득이하게 예약인원보다 인원이 많이 줄었음에도 쿨하게 넘어가주셔서 감사했습니다!",0
딘타이펑 강남점,19.1.5,20분 늦었는데도 예약자리로 안내해주시고 너무 감사했어요 음식도 맛있었구요 샤오롱바오가 따뜻하게 안나왔는데 그거 빼고는 다 너무 좋았던것 같아요,1
딘타이펑 강남점,19.1.5,"토요일 점심 약속이라서 미리 예약을 했는데 잘한 결정이었어요! 도착하니 대기하는 분들이 많더라구요 예약 시간보다 조금 늦게 도착했는데도
친절하게 안내해주셨구요 서비스도 좋았고 음식도 너무 맛있었어요!! 네이버 예약했다고 하니 음료 2잔을 주시더라구요 잘 마셨습니다 웃음",0
느린마을양조장 강남점,19.1.5,맛있어요~,0
느린마을양조장 강남점,19.1.5,테이크아웃막걸리가 다른지점보다500원 비싸지만(웃음)너무맛있어서 안사갈수가없음(좋아요),0
딘타이펑 강남점,19.1.8,딘타이펑 멤버십 있어서 가격도 할인되고 생일쿠폰으로 볶음밥도 하나 무료로 받았어요 웃음 그리고 네이버 예약하니 커피 두 잔 주시더라구요! 에이드로 받아서 먹었어요 웃음 ,1
딘타이펑 강남점,19.1.8,먹고 너무 행복했어요 초등학생때 친척이 사줬던 거 뭣 모르고 먹다가 최근에서야 무슨 요린지 알게 되어서 1년 동안 노래 부르다 겨우 갔네요 좋아요 네이버 예약을 하면 에이드도 서비스로 줘서 너무 좋았어요 다만 아쉬운 점은 새우 샤오룽바오를 따로 포장 주문 했는데 나중에 확인해보니 기본 샤오룽바오여서 다황했습니다 맛있어서 잘 먹었지만 다음에 방문할 땐 이런 일이 없었으면 좋겠습니다,0
딘타이펑 강남점,19.1.8,수준 높은 서비스와 깔끔한 음식 맛이 인상적이었습니다 ,0
딘타이펑 강남점,19.1.8,"처음 먹어보는 사오롱바오 생각보다 실망이었어요 쿼바로우도 생각보다 실망 

나머지 음식들은 맛있었구요 특히 서비스로 먹을 감귤에이드가 참 맛있었어요! 사람은 많지만 친절하셔서 좋았습니다 ",1
백억하누 강남본점,19.1.9,"맛있는데 양이조금적어요!!!
무엇보다 발렛해주시는분이 너무너무 친절하셔서 기분좋았어요~",0
백억하누 강남본점,19.1.9,싱싱한 살아있는 전복에 1++한우의 조합이 너무 맛있었습니다. 직원분들 친절하셨구요 재방문의사 있습니다. 부모님 모시고 가족 모임으로도 좋을것 같네요. 웃음,0
딘타이펑 강남점,19.1.9,예약시간보다 한 시간이나 일찍 갔는데도 좋은 자리 안내해 주시고 음료도 주셔서 정말 감동이었어요 아쉬운 점이 있었다면 짜샤이를 더달라고 3번이나 말했는데 계속 안주셔서 그 부분이 좀 불편했어요 일손이 부족하시면 차라리 자유롭게 퍼가게 해놓으셔도 좋을 것 같은데 뭐 그래도 다른 부분이 만족스러워 만점드려요,0
딘타이펑 강남점,19.1.9,완전 대 만족 빨리 나오기도 하고 친절하기도 하고 네이버 예약이 없었으면 많이 기다렸을거레요 그정도로 평일 저녁에도 줄이 길어요,0
백억하누 강남본점,19.10.1,"외국인 친구들이랑 단체로 다녀왔어요
엄청 잘먹어서 놀란 웃음 잘먹었습니다",0
강남진해장,19.10.1,"양선지해장국 먹었습니다. 양이 듬뿍 들어가있고 국물이 너무 매콤하지도 기름지지도 않고 시원~ 했어요! 다음에는 꼭 내장탕도 먹고, 곱창전골에 쏘즈 한잔 할 예정입니다 좋아요",0
딘타이펑 강남점,19.10.1,항상 친절하고 음식도 맛있어서 매우만족합니다 ,0
오리지널시카고피자,19.10.1,우연히 들어간 시카고피자 짱 !!,1
시골야채된장,19.10.10,건강해지는 맛이고 시골 할머니댁에서 먹었던 맛이에요~,0
구스아일랜드 브루하우스,19.10.10,원래있던 브런치 메뉴가 없어지면서 회사 구내식당 수준으로 추락함 8천원짜리를 1만원에 팔고계심,1
느린마을양조장 강남점,19.10.10,"편안한 분위기, 맛있는 술,",0
백억하누 강남본점,19.10.11,맛있게 잘 먹었습니다 웃음,0
백억하누 강남본점,19.10.11,"여러명이서 먹기에는 삼합이 딱이에요 웃음
고기랑 해산물이 같이 있어서 싫어하는 사람없이 먹을수있답니다~",0
강남진해장,19.10.11,"생각안하고 들어갔는데 선지해장국
비린내 하나 없이 맛있었어요",0
구스아일랜드 브루하우스,19.10.11,분위기 짱짱 좋은 구스아일랜드펍 금요일밤이라 사람 엄청 많았다 맥주꿀맛 담엔 안주도 먹어봐야지,1
느린마을양조장 강남점,19.10.11,"예약하고 가니 바로 앉을수 있어서 좋았어요

막걸리도 맛있고 음식도 깔끔합니다.",0
청류벽,19.10.12,들기름 막국수는 중독성이 쩝니다 두달에 한번은 먹어야되는 몸이 됨,1
화기애애 강남역점,19.10.12,"안창살이 맛있던거 같아요
금요일에는 사람이 많네요",0
화기애애 강남역점,19.10.12,"고기는 맛있었고, 직원분들도 친절하셨는데, 아무래도 사람 많은 금토이다 보니까 웨이팅 때문에 좀 기다린거 빼고는 만족했어요 ~!",0
백억하누 강남본점,19.10.12,"재료들이 싱싱해서 비린내 없고 식감도 좋았어요 예약하고 오니까편하고 좋네요
기다림이 없어서 어른들 모시기에 좋아요
맛도있고 건강도 챙기고~",0
백억하누 강남본점,19.10.13,"6인 이상 이벤트 있어서 후식된장도 받고 맛있게 먹었습니다
여름부터 몇번 왔는데 괜찮은 것 같아서 자꾸 찾게 되네요
전복 싱싱하고 차돌도 질 좋아요
언제나 맛있게 구워줘서 잘 먹고 갑니다~",0
오리지널시카고피자,19.10.13,맛있었어요!,0
백억하누 강남본점,19.10.14,고기의 질이 확실히 좋네요 한우 제대로 먹고갑니다,0
딘타이펑 강남점,19.10.14,맛없다고 해서 기대는 안하구 갓는데 진짜 맛이 별로 대만 가기전에 비교요으로 한번 가봤는데 제발 대만이 훨씬 맛있길 기대합니다 ,1
백억하누 강남본점,19.10.15,백억전복삼합만 먹다가 불고기 먹어봤는데 이것도 넘나 맛있는거같아요 맛있어요 !!!! 점심에 가서 진짜 든든하게 잘 먹고 갓습니다 하트,0
딘타이펑 강남점,19.10.15,아기랑 갔는데도 너무 좋았어요,0
느린마을양조장 강남점,19.10.15,"분위기는 좋았어요!
기대해서 가고 그랬었는지 안주도 생각보다 별로고.. 술은
음.. 딸기막걸리는 딸기쉐이크에 술맛이 살짝 뒤에 남는 맛이었어요
봄막걸리는 잘 모르겠네요.. 그냥 병으로 먹는 것 보다 좀 더 맛있다고 해서 기대한 탓인가봐요.
안주는 해물파전이랑 삼겹 쫄면 시켰는데
해물파전은 재료도 많고 바삭하니 괜찮았어요.
쫄면은 1도 안맵고 면이 너무 퉁퉁 불어서 쫄면의 쫀득한 맛이 하나도 없어서 뭘 먹는지 솔직히 잘 모르겠는 맛이었어요.. 삼겹살도 특별한 맛 없이 그냥 구운 고기구나. 했습니다.
대신 깻잎이랑 상추가 양 옆에 둘러져있어서
플레이팅이 멋있었고, 쫄면 양념 자체는 안 맵고 살짝 달달한 맛이 감도는게 괜찮았어요
물이 얼음물이라 좋았어요. 안쪽 2층은 테이블 간격이 너무 좁네요..",1
백억하누 강남본점,19.10.16,"골고루 맛있는 재료들만 먹으니 좋네요 웃음
맛있게 잘 먹고 갑니다~",0
딘타이펑 강남점,19.10.16,음식도 빠르게나오고 맛있게잘먹었습니다,0
딘타이펑 강남점,19.10.16,"항상 친절하고, 깔끔한 서비스 만족스럽네요",0
백억하누 강남본점,19.10.17,진짜 맛있게 잘먹고가요,1
딘타이펑 강남점,19.10.17,쏘쏘했어요,0
느린마을양조장 강남점,19.10.17,육전이 맛있었어요!!!,0
고양이부엌,19.10.18,강남가서 떡볶이 먹고싶으면 항상 가는 곳입니다! 예전에는 양이 많아서 볶음밥도 못먹을정도였는데 이번이 갔을때는 너무 양이 없어보였습니다 실망 다시 예전의 고양이부엌으로 돌아와주세요,0
백억하누 강남본점,19.10.18,청첩장 모임으로 두 번째 방문했습니다. 하누세트 푸짐했고 방으로 예약해서 조용하고 좋았어요. 다음에 또 방문하겠습니다.,0
백억하누 강남본점,19.10.18,너무잘먹었어요 웃음  다음에 또방문해야겠어요! 삼합의풍미가잘느껴졌네요 웃음,0
딘타이펑 강남점,19.10.18,서비스도 좋고 맛도좋구 만족해요,0
오리지널시카고피자,19.10.18,강남점은 처음인데 생각보다 사람도 많지않고 맛도 제가 알던 시카고 피자맛!,0
백억하누 강남본점,19.10.19,"단체예약이벤트좋아요
자주해주세요",0
라그릴리아 SPC스퀘어점,19.10.19,"분위기도 좋고, 테이블 간의 간격도 적당해서 오랫동안 수다떨면서 음식을 먹기 아주 좋습니다. 메뉴도 여러가지로 많아서 골라 먹기 아주 좋은 장소입니다.",1
화기애애 강남역점,19.10.2,가격대비 너무 좋네요 분위기도 생각했던것보다 좋아서 깜짝 놀랐습니다. 다음에도 다시 올 예정입니다 웃음 회식하는 분들 여기 추천이요!,0
화기애애 강남역점,19.10.20,너무 좋아요 기대이상이에요 웃음 웃음,0
라그릴리아 SPC스퀘어점,19.10.20,갈비리조또는 그럭저럭이고 단호박뇨끼 맛있어요,1
딘타이펑 강남점,19.10.20,,1
느린마을양조장 강남점,19.10.20,주류가 다양하면 좋겠어요,0
화기애애 강남역점,19.10.21,가족과 외식갔는데 나쁘지않게 직원분들도 착하시고 분위기도 좋았습니다 잘먹었습니다!!,0
시골야채된장,19.10.21,역시 수요미식회 나온 맛집,0
백억하누 강남본점,19.10.21,건강도 챙기는 메뉴인 것 같아요. 한우랑 전복이랑 너무 잘 어울려서 계속 같이 먹었어요. 가족들이랑 와도좋을것 같습니당~,0
딘타이펑 강남점,19.10.21,공간도 넓고 직원들도 친절하셨습니다,0
대려도,19.10.21,명성대로 참 맛있어요.,0
대려도,19.10.21,룸 조용하고 맛있어요. 탕수육 짱!,0
대려도,19.10.21,"직원분들도 친절하고

인테리어도 깔끔해요

회식하기 좋아요~",0
봉추찜닭 강남주공공이점,19.10.21,맛잇음 근데 중짜부터 시킬수잇는건 좀 별루,0
느린마을양조장 강남점,19.10.21,육전이 맛있었는데 낙지호롱은 개인적으로 좀 질겼어요 치킨은 조금 더 양이 많아졌으면 좋겠습니다,0
백억하누 강남본점,19.10.22,너무부드러운고기와 대접받는듯한느낌이 물씬드는곳 들어가는 입구부터 예쁘고 뭐하나 안예쁜게없음 웃음 음식은 믿고먹습니닷,0
백억하누 강남본점,19.10.22,친절하고 맛있었어요! 고기색이 예술~~~~웃음,0
백억하누 강남본점,19.10.22,감기기운있었는데 먹고나서 감기가 떨어진거 같아요ㅎ,0
딘타이펑 강남점,19.10.22,깔끔하고 맛있었어요 웃음 파이구 볶음밥 꼭 드셔보셔야 해요!,1
딘타이펑 강남점,19.10.22,오랜만에 샤오룽바오 먹었는데 맛있었구요 직원분들 친절하셔서 고마웠습니다 ,1
백억하누 강남본점,19.10.23,"어른들이랑 식사자리하기 딱 좋아요~
맛있으면서 전복에 한우까지 웃음
잘먹고 가요!",0
화기애애 강남역점,19.10.24,"강남역 다른 고기집과 크기는 비슷하지만 손님이 계속와서 자리가 잘 없어요
예약 꼭 하고 가세요
고기질도 좋고, 맛있습니다. 분위기는 좀 어두워서 사람들 대화에 집중할 수 있는 분위기구요
(그런데 조용한 분위기는 아닙니다.)",0
백억하누 강남본점,19.10.24,가족들과의 소중한시간을 뜻깊게보내기위해 뭘해야할까 고민하다가찾은 백억하누인데 이름값하는것같네요 웃음 뭐가이렇게맛있죠,0
백억하누 강남본점,19.10.24,"장소가 좀 테이블이 좁은느낌.
그거빼고 고기,,맛 다 만족이요",0
백억하누 강남본점,19.10.24,부모님 몸보신 시켜드려서 뿌듯합니다,0
신부자식당,19.10.24,맛있어요,0
딘타이펑 강남점,19.10.24,공간도 넓고 음식도 맛있고 직원분들도 친절합니다 ,0
리샨 삼성타운점,19.10.24,"조용하고 편한 분위기
깔끔한 맛",0
느린마을양조장 강남점,19.10.24,친절하고 좋았습니다,0
고양이부엌,19.10.25,즉석떡볶이 먹고 싶을때 강남역주변에서는 여기,1
백억하누 강남본점,19.10.25,친절하네요,0
