,store_name,date,review,photo,length,review_ckeck
1484,백억하누 강남본점,2019.1.22,맛있습니다,0,5,맛있습니다
1485,백억하누 강남본점,2019.1.22,생일이어서 가족들이랑다녀왔습니다딸내미랑 사위가 너무 맛있다고하네요응대해준 직원도 친절히 설명주고 서비스도 챙겨주시고해서 즐거운 가족모임이었습니다친구들모임도 잡으려고합니다다시 잘부탁드립니다,0,104,생일이어서 가족들이랑 다녀왔습니다 딸네 미리 사위가 너무 맛있다고 하네요 응대해준 직원도 친절히 설명해주고 서비스도 챙겨주시고 해서 즐거운 가족 모임이었습니다 친구들 모임도 잡으려고 합니다 다시 잘 부탁드립니다
1486,느린마을양조장 강남점,2019.1.23,해외바이어 접대로 몇번 가봤는데 막걸리 만족도가 항상 높습니다  음식도 맛있구요,0,44,해외 바이어 접대로 몇 번 가봤는데 막걸리 만족도가 항상 높습니다 음식도 맛있고요
1487,딘타이펑 강남점,2019.1.24,예약 후 방문으로 대기 없이 바로 입장했어요 예약 서비스로 에이드제공도 만족스러웠습니다   서버분들 모두 친절했고 음식도 여전히 맛있었어요   평일 목요일 저녁시간이었는데 손님 많고 대기도 많아보였네요 네이버 예약 추천드려요,0,125,예약 후 방문으로 대기 없이 바로 입장했어요 예약 서비스로 에이드 제공도 만족스러웠습니다 서버분들 모두 친절했고 음식도 여전히 맛있었어요 평일 목요일 저녁 시간이었는데 손님 많고 대기도 많아 보였네요 네이버 예약 추천드려요
1488,화기애애 강남역점,2019.1.25,너무 친절하시고 고기도 맛있었습니다,0,19,너무 친절하시고 고기도 맛있었습니다
1489,딘타이펑 강남점,2019.1.26,굉장히 친절하세요 웃음 ,0,13,굉장히 친절하세요 웃음
1490,느린마을양조장 강남점,2019.1.26,펍에 온줄 알았네요 분위기도 좋고  막걸리를 이런 환경에서 먹게되어 기분좋았습니다,0,45,펍에 온 줄 알았네요 분위기도 좋고 막걸리를 이런 환경에서 먹게 되어 기분 좋았습니다
1491,느린마을양조장 강남점,2019.1.27,엄청 많이 먹구 왔어요  일요일엔 이용 메뉴가 한정적이어서 쪼금 아쉽,0,38,엄청 많이 먹고 왔어요 일요일엔 이용 메뉴가 한정적이어서 쪼금 아쉽
1492,딘타이펑 강남점,2019.1.28,맛있어서 왕창 먹음요,1,11,맛있어서 왕창 먹음요
1493,딘타이펑 강남점,2019.1.28,에이드 두자무서비스 받았어요 네이버로 예약해서 받은 혜택 남 맘에 들어요 웃음,0,43,에이드 두 자무 서비스 받았어요 네이버로 예약해서 받은 혜택 남자 맘에 들어 요 웃음
1494,느린마을양조장 강남점,2019.1.28,분위기도 맛도 좋아요,0,11,분위기도 맛도 좋아요
1495,딘타이펑 강남점,2019.1.29,서비스도 좋고 예약하니 기다리지 않아도 바로 자리가 나서 너무 좋았어요,0,39,서비스도 좋고 예약하니 기다리지 않아도 바로 자리가 나서 너무 좋았어요
1496,딘타이펑 강남점,2019.1.29,서빙하는직원들이 굉장히 친절했어요  근데 샤오롱바오 샘플러먹었는데 촉촉하지않고 좀말라있었어요 말할까하다 그냥 먹었는데 아쉽네요   예전에 명동점에선 업장에서 먼저 샤오롱바오가 잘못해서 말랐다고 다시 새로 내주던데요,0,119,서빙하는 직원들이 굉장히 친절했어요 근데샤오롱 바와 샘 플러 먹었는데 촉촉하지 않고 좀 말라 있었어요 말할까 하다 그냥 먹었는데 아쉽네요 예전에 명동점에선 업장에서 먼저 샤오롱 바오가 잘못해서 말랐다고 다시 새로 내주던데요
1497,딘타이펑 강남점,2019.1.29,예약하고 가서 에이드 두잔도 마시고 전체적으로 맛있고 좋았습니다 ,0,36,예약하고 가서 에이드 두 잔도 마시고 전체적으로 맛있고 좋았습니다
1498,느린마을양조장 강남점,2019.1.3,막걸리도 안주도 맛있습니다  분위기도 좋고 추천합니다웃음,0,31,막걸리도 안주도 맛있습니다 분위기도 좋고 추천합니다 웃음
1499,느린마을양조장 강남점,2019.1.30,차가 막혀서 좀 늦는 것 미리 전화드렸더니 친절히 응대 자리도 최대한 조용한 곳으로 배정 다음에도 또 예약이용하고 싶네요,0,67,차가 막혀서 좀 늦는 것 미리 전화드렸더니 친절히 응대 자리도 최대한 조용한 곳으로 배정 다음에도 또 예약 이용하고 싶네요
1500,느린마을양조장 강남점,2019.1.30,막걸리 맛있고 특히 민들레 좋았음 두시간이 금방 지나감 이 곳에오면 항상 술맛에 취해 집에가면 주량 오바한 느낌임,0,63,막걸리 맛있고 특히 민들레 좋았음 두 시간이 금방 지나감이 곳에 오면 항상 술맛에 취해 집에 가면 주량 오버한 느낌임
1501,백억하누 강남본점,2019.1.31,친절한 응대 고맙습니다,0,12,친절한 응대 고맙습니다
1502,딘타이펑 강남점,2019.1.31,친절해서 좋았어요 다음에는 부모님 모시고 갈게요 웃음 ,0,30,친절해서 좋았어요 다음에는 부모님 모시고 갈게 요 웃음
1503,느린마을양조장 강남점,2019.1.31,늘 좋아하는 최애맛집,0,11,늘 좋아하는 최애 맛 집
1504,화기애애 강남역점,2019.1.4,깔끔하고 분위기 좋은 고깃집이에요  연초 사람 많은 강남에서 대기 없이 예약으로 편하게 회식할 수 있었습니다,0,60,깔끔하고 분위기 좋은 고깃집이에요 연초 사람 많은 강남에서 대기 없이 예약으로 편하게 회식할 수 있었습니다
1505,백억하누 강남본점,2019.1.4,직장 동료들과 갔는데 모처럼 즐거운 식사를 했네요소고기도 질기지 않고 부드럽고 질이 좋은 거 같더라구요소고기를 무한리필로 먹을 수 있는데 간도 잘맞고 맛있어서 엄청 먹고 왔어요  웃음 진짜 배터지는 줄 아주 만족스러워서 부모님 모시고 또 가기로 했어요잘 먹었습니다,0,147,직장 동료들과 갔는데 모처럼 즐거운 식사를 했네요 소고기도 질기지 않고 부드럽고 질이 좋은 거 같더라고 요소 고기를 무한 리필로 먹을 수 있는데 간도 잘 맞고 맛있어서 엄청 먹고 왔어 요 웃음 진짜 배 터지는 줄 아주 만족스러워서 부모님 모시고 또 가기로 했어요 잘 먹었습니다
1506,백억하누 강남본점,2019.1.4,금요일에 남편하고 아이랑 다녀왔어요 반찬도 무한리필로 갖다먹을 수 있는데다가 반찬도 맛있었고 메인인 전복삼합도 정말 대박이었어요 친구가 알려줘서 오게됐는데 정말 좋았어요 아이가 편식이 심한데 다 잘먹어서 너무 고맙더라구요애 아빠도 간만에 몸보신한거 같다며 한달에 한번씩 오자고웃음,0,156,금요일에 남편하고 아이랑 다녀왔어요 반찬도 무한리필로 갖다 먹을 수 있는 데다가 반찬도 맛있었고 메인인 전복 삼합도 정말 대박이었어요 친구가 알려줘서 오게 됐는데 정말 좋았어요 아이가 편식이 심한 데다 잘 먹어서 너무 고맙더라고 요 애 아빠도 간 만에 몸보신한 거 같다며 한 달에 한 번씩 오자 고 웃음
1507,딘타이펑 강남점,2019.1.4,비싸지만 맛있습니다,1,10,비싸지만 맛있습니다
1508,딘타이펑 강남점,2019.1.4,샤오롱바오 최고,0,8,샤와 롱 바오 최고
1509,화기애애 강남역점,2019.1.5,잘먹고 갑니다    부득이하게 예약인원보다 인원이 많이 줄었음에도 쿨하게 넘어가주셔서 감사했습니다,0,54,잘 먹고 갑니다 부득이하게 예약인원보다 인원이 많이 줄었음에도 쿨하게 넘어가 주셔서 감사했습니다
1510,딘타이펑 강남점,2019.1.5,20분 늦었는데도 예약자리로 안내해주시고 너무 감사했어요 음식도 맛있었구요 샤오롱바오가 따뜻하게 안나왔는데 그거 빼고는 다 너무 좋았던것 같아요,1,80,20분 늦었는데도 예약 자리로 안내해 주시고 너무 감사했어요 음식도 맛있었고 요샤오롱바오가 따뜻하게 안 나왔는데 그거 빼고는 다 너무 좋았던 것 같아요
1511,딘타이펑 강남점,2019.1.5,토요일 점심 약속이라서 미리 예약을 했는데 잘한 결정이었어요 도착하니 대기하는 분들이 많더라구요 예약 시간보다 조금 늦게 도착했는데도  친절하게 안내해주셨구요 서비스도 좋았고 음식도 너무 맛있었어요 네이버 예약했다고 하니 음료 2잔을 주시더라구요 잘 마셨습니다 웃음,0,148,토요일 점심 약속이라서 미리 예약을 했는데 잘한 결정이었어요 도착하니 대기하는 분들이 많더라고요 예약 시간보다 조금 늦게 도착했는데도 친절하게 안내해 주셨고요 서비스도 좋았고 음식도 너무 맛있었어요 네이버 예약했다고 하니 음료 2잔을 주시더라고요 잘 마셨습니다 웃음
1512,느린마을양조장 강남점,2019.1.5,맛있어요,0,4,맛있어요
1513,느린마을양조장 강남점,2019.1.5,테이크아웃막걸리가 다른지점보다500원 비싸지만웃음너무맛있어서 안사갈수가없음좋아요,0,44,테이크아웃 막걸리가 다른 지점보다 500원 비싸지만 웃음 너무 맛있어서 안사 갈 수가 없음 좋아요
1514,딘타이펑 강남점,2019.1.8,딘타이펑 멤버십 있어서 가격도 할인되고 생일쿠폰으로 볶음밥도 하나 무료로 받았어요 웃음 그리고 네이버 예약하니 커피 두 잔 주시더라구요 에이드로 받아서 먹었어요 웃음 ,1,93,딘타이펑 멤버십 있어서 가격도 할인되고 생일 쿠폰으로 볶음밥도 하나 무료로 받았어 요 웃음 그리고 네이버 예약하니 커피 두 잔 주시더라고요 에이드로 받아서 먹었어요 웃음
1515,딘타이펑 강남점,2019.1.8,먹고 너무 행복했어요 초등학생때 친척이 사줬던 거 뭣 모르고 먹다가 최근에서야 무슨 요린지 알게 되어서 1년 동안 노래 부르다 겨우 갔네요 좋아요 네이버 예약을 하면 에이드도 서비스로 줘서 너무 좋았어요 다만 아쉬운 점은 새우 샤오룽바오를 따로 포장 주문 했는데 나중에 확인해보니 기본 샤오룽바오여서 다황했습니다 맛있어서 잘 먹었지만 다음에 방문할 땐 이런 일이 없었으면 좋겠습니다,0,213,먹고 너무 행복했어요 초등학생 때 친척이 사줬던 거 뭣 모르고 먹다가 최근에서야 무슨 요린지 알게 되어서 1년 동안 노래 부르다 겨우 갔네요 좋아요 네이버 예약을 하면 에이드 도 서비스로 줘서 너무 좋았어요 다만 아쉬운 점은 새우샤오룽 바오를 따로 포장 주문했는데 나중에 확인해보니 기본 샤오룽 바오여서 다 황했습니다 맛있어서 잘 먹었지만 다음에 방문할 땐 이런 일이 없었으면 좋겠습니다
1516,딘타이펑 강남점,2019.1.8,수준 높은 서비스와 깔끔한 음식 맛이 인상적이었습니다 ,0,30,수준 높은 서비스와 깔끔한 음식 맛이 인상적이었습니다
1517,딘타이펑 강남점,2019.1.8,처음 먹어보는 사오롱바오 생각보다 실망이었어요 쿼바로우도 생각보다 실망     나머지 음식들은 맛있었구요 특히 서비스로 먹을 감귤에이드가 참 맛있었어요 사람은 많지만 친절하셔서 좋았습니다 ,1,105,처음 먹어보는 사오롱바오 생각보다 실망이었어 요려 바로도 생각보다 실망 나머지 음식들은 맛있었고요 특히 서비스로 먹을 감귤 에이드가 참 맛있었어요 사람은 많지만 친절하셔서 좋았습니다
1518,백억하누 강남본점,2019.1.9,맛있는데 양이조금적어요  무엇보다 발렛해주시는분이 너무너무 친절하셔서 기분좋았어요,0,45,맛있는데 양이 조금 적어요 무엇보다 발레 해 주시는 분이 너무너무 친절하셔서 기분 좋았어요
1519,백억하누 강남본점,2019.1.9,싱싱한 살아있는 전복에 1한우의 조합이 너무 맛있었습니다 직원분들 친절하셨구요 재방문의사 있습니다 부모님 모시고 가족 모임으로도 좋을것 같네요 웃음,0,82,싱싱한 살아있는 전복에 1한 우의 조합이 너무 맛있었습니다 직원분들 친절하셨고요 재방문의 사 있습니다 부모님 모시고 가족 모임으로도 좋을 것 같네요 웃음
1520,딘타이펑 강남점,2019.1.9,예약시간보다 한 시간이나 일찍 갔는데도 좋은 자리 안내해 주시고 음료도 주셔서 정말 감동이었어요 아쉬운 점이 있었다면 짜샤이를 더달라고 3번이나 말했는데 계속 안주셔서 그 부분이 좀 불편했어요 일손이 부족하시면 차라리 자유롭게 퍼가게 해놓으셔도 좋을 것 같은데 뭐 그래도 다른 부분이 만족스러워 만점드려요,0,170,예약시간보다 한 시간이나 일찍 갔는데도 좋은 자리 안내해주시고 음료도 주셔서 정말 감동이었어요 아쉬운 점이 있었다면 짜서 이를 더 달라고 3번이나 말했는데 계속 안 주셔서 그 부분이 좀 불편했어요 일손이 부족하시면 차라리 자유롭게 퍼가게 해 놓으셔도 좋을 것 같은데 뭐 그래도 다른 부분이 만족스러워 만 점 드려요
1521,딘타이펑 강남점,2019.1.9,완전 대 만족 빨리 나오기도 하고 친절하기도 하고 네이버 예약이 없었으면 많이 기다렸을거레요 그정도로 평일 저녁에도 줄이 길어요,0,71,완전 대 만족 빨리 나오기도 하고 친절하기도 하고 네이버 예약이 없었으면 많이 기다렸을 거리요 그 정도로 평일 저녁에도 줄이 길어요
1522,백억하누 강남본점,2019.10.1,외국인 친구들이랑 단체로 다녀왔어요 엄청 잘먹어서 놀란 웃음 잘먹었습니다,0,40,외국인 친구들이랑 단체로 다녀왔어요 엄청 잘 먹어서 놀란 웃음 잘 먹었습니다
1523,강남진해장,2019.10.1,양선지해장국 먹었습니다 양이 듬뿍 들어가있고 국물이 너무 매콤하지도 기름지지도 않고 시원 했어요 다음에는 꼭 내장탕도 먹고 곱창전골에 쏘즈 한잔 할 예정입니다 좋아요,0,92,양선지 해장국 먹었습니다 양이 듬뿍 들어가 있고 국물이 너무 매콤하지도 기름지지도 않고 시원했어요 다음에는 꼭 내장 탕도 먹고 곱창전골에 쏘지 한잔할 예정입니다 좋아요
1524,딘타이펑 강남점,2019.10.1,항상 친절하고 음식도 맛있어서 매우만족합니다 ,0,25,항상 친절하고 음식도 맛있어서 매우 만족합니다
1525,오리지널시카고피자,2019.10.1,우연히 들어간 시카고피자 짱 ,1,16,우연히 들어간 시카고 피자짱
1526,시골야채된장,2019.10.10,건강해지는 맛이고 시골 할머니댁에서 먹었던 맛이에요,0,28,건강해지는 맛이 고 시골 할머니 댁에서 먹었던 맛이에요
1527,구스아일랜드 브루하우스,2019.10.10,원래있던 브런치 메뉴가 없어지면서 회사 구내식당 수준으로 추락함 8천원짜리를 1만원에 팔고계심,1,52,원래 있던 브런치 메뉴가 없어지면서 회사 구내식당 수준으로 추락함 8천 원짜리를 1만 원에 팔고 계심
1528,느린마을양조장 강남점,2019.10.10,편안한 분위기 맛있는 술,0,13,편안한 분위기 맛있는 술
1529,백억하누 강남본점,2019.10.11,맛있게 잘 먹었습니다 웃음,0,14,맛있게 잘 먹었습니다 웃음
1530,백억하누 강남본점,2019.10.11,여러명이서 먹기에는 삼합이 딱이에요 웃음 고기랑 해산물이 같이 있어서 싫어하는 사람없이 먹을수있답니다,0,56,여러 명이서 먹기에는 삼합이 딱 이에 요 웃음 고기랑 해산물이 같이 있어서 싫어하는 사람 없이 먹을 수 있답니다
1531,강남진해장,2019.10.11,생각안하고 들어갔는데 선지해장국  비린내 하나 없이 맛있었어요,0,34,생각 안 하고 들어갔는데 선지해장 국 비린내 하나 없이 맛있었어요
1532,구스아일랜드 브루하우스,2019.10.11,분위기 짱짱 좋은 구스아일랜드펍 금요일밤이라 사람 엄청 많았다 맥주꿀맛 담엔 안주도 먹어봐야지,1,52,분위기 짱짱 좋은 구스 아일랜드 펍 금요일 밤이라 사람 엄청 많았다 맥주 꿀맛 담엔 안주도 먹어봐야지
1533,느린마을양조장 강남점,2019.10.11,예약하고 가니 바로 앉을수 있어서 좋았어요    막걸리도 맛있고 음식도 깔끔합니다,0,45,예약하고 가니 바로 앉을 수 있어서 좋았어요 막걸리도 맛있고 음식도 깔끔합니다
1534,청류벽,2019.10.12,들기름 막국수는 중독성이 쩝니다 두달에 한번은 먹어야되는 몸이 됨,1,36,들기름 막국수는 중독성이 쩝니다 두 달에 한 번은 먹어야 되는 몸이 됨
1535,화기애애 강남역점,2019.10.12,안창살이 맛있던거 같아요  금요일에는 사람이 많네요,0,28,안창살이 맛있던 거 같아 요금 요일에는 사람이 많네요
1536,화기애애 강남역점,2019.10.12,고기는 맛있었고 직원분들도 친절하셨는데 아무래도 사람 많은 금토이다 보니까 웨이팅 때문에 좀 기다린거 빼고는 만족했어요 ,0,67,고기는 맛있었고 직원분들도 친절하셨는데 아무래도 사람 많은 금토이다 보니까 웨이팅 때문에 좀 기다린 거 빼고는 만족했어요
1537,백억하누 강남본점,2019.10.12,재료들이 싱싱해서 비린내 없고 식감도 좋았어요 예약하고 오니까편하고 좋네요  기다림이 없어서 어른들 모시기에 좋아요  맛도있고 건강도 챙기고,0,78,재료들이 싱싱해 서 비린내 없고 식감도 좋았어요 예약하고 오니까 편하고 좋네요 기다림이 없어서 어른들 모시기에 좋아 이 맛도 있고 건강도 챙기고
1538,백억하누 강남본점,2019.10.13,6인 이상 이벤트 있어서 후식된장도 받고 맛있게 먹었습니다  여름부터 몇번 왔는데 괜찮은 것 같아서 자꾸 찾게 되네요  전복 싱싱하고 차돌도 질 좋아요  언제나 맛있게 구워줘서 잘 먹고 갑니다,0,107,6인 이상 이벤트 있어서 후식된 장도 받고 맛있게 먹었습니다 여름부터 몇 번 왔는데 괜찮은 것 같아서 자꾸 찾게 되네요 전복 싱싱하고 차돌도 질 좋아요 언제나 맛있게 구워줘서 잘 먹고 갑니다
1539,오리지널시카고피자,2019.10.13,맛있었어요,0,5,맛있었어요
1540,백억하누 강남본점,2019.10.14,고기의 질이 확실히 좋네요 한우 제대로 먹고갑니다,0,27,고기의 질이 확실히 좋네요 한우 제대로 먹고 갑니다
1541,딘타이펑 강남점,2019.10.14,맛없다고 해서 기대는 안하구 갓는데 진짜 맛이 별로 대만 가기전에 비교요으로 한번 가봤는데 제발 대만이 훨씬 맛있길 기대합니다 ,1,71,맛없다고 해서 기대는 안 하고 갔는데 진짜 맛이 별로 대만 가기 전에 비교용으로 한번 가봤는데 제발 대만이 훨씬 맛있길 기대합니다
1542,백억하누 강남본점,2019.10.15,백억전복삼합만 먹다가 불고기 먹어봤는데 이것도 넘나 맛있는거같아요 맛있어요  점심에 가서 진짜 든든하게 잘 먹고 갓습니다 하트,0,70,백억 전복 삼합만 먹다가 불고기 먹어봤는데 이것도 넘나 맛있는 거 같아 요 맛있어 요 점심에 가서 진짜 든든하게 잘 먹고 갔습니다 하트
1543,딘타이펑 강남점,2019.10.15,아기랑 갔는데도 너무 좋았어요,0,16,아기랑 갔는데도 너무 좋았어요
1544,느린마을양조장 강남점,2019.10.15,분위기는 좋았어요  기대해서 가고 그랬었는지 안주도 생각보다 별로고 술은  음 딸기막걸리는 딸기쉐이크에 술맛이 살짝 뒤에 남는 맛이었어요  봄막걸리는 잘 모르겠네요 그냥 병으로 먹는 것 보다 좀 더 맛있다고 해서 기대한 탓인가봐요  안주는 해물파전이랑 삼겹 쫄면 시켰는데  해물파전은 재료도 많고 바삭하니 괜찮았어요  쫄면은 1도 안맵고 면이 너무 퉁퉁 불어서 쫄면의 쫀득한 맛이 하나도 없어서 뭘 먹는지 솔직히 잘 모르겠는 맛이었어요 삼겹살도 특별한 맛 없이 그냥 구운 고기구나 했습니다  대신 깻잎이랑 상추가 양 옆에 둘러져있어서  플레이팅이 멋있었고 쫄면 양념 자체는 안 맵고 살짝 달달한 맛이 감도는게 괜찮았어요  물이 얼음물이라 좋았어요 안쪽 2층은 테이블 간격이 너무 좁네요,1,383,분위기는 좋았어요 기대해서 가고 그랬었는지 안주도 생각보다 별로 기술은 음에 딸기 막걸리는 딸기 셰이크에 술맛이 살짝 뒤에 남는 맛이었어요 봄 막걸리는 잘 모르겠네요 그냥 병으로 먹는 것보다 좀 더 맛있다고 해서 기대한 탓인가 봐 요 안주는 해물파전이랑 삼겹 쫄면 시켰는데 해물파전은 재료도 많고 바삭하니 괜찮았어요 쫄면은 1도 안 맵 고면이 너무 퉁퉁 불어서 쫄면의 쫀득한 맛이 하나도 없어서 뭘 먹는지 솔직히 잘 모르겠는 맛이었어요 삼겹살도 특별한 맛없이 그냥 구운 고기구나 했습니다 대신 깻잎이랑 상추가 양옆에 둘러져 있어서 플레 히팅이 멋있었고 쫄면 양념 자체는 안 맵고 살짝 달달한 맛이 감도는 게 괜찮았어요 물이 얼음 물이라 좋았어요 안쪽 2층은 테이블 간격이 너무 좁네요
1545,백억하누 강남본점,2019.10.16,골고루 맛있는 재료들만 먹으니 좋네요 웃음 맛있게 잘 먹고 갑니다,0,36,골고루 맛있는 재료들만 먹으니 좋네요 웃음 맛있게 잘 먹고 갑니다
1546,딘타이펑 강남점,2019.10.16,음식도 빠르게나오고 맛있게잘먹었습니다,0,20,음식도 빠르게 나오고 맛있게 잘 먹었습니다
1547,딘타이펑 강남점,2019.10.16,항상 친절하고 깔끔한 서비스 만족스럽네요,0,22,항상 친절하고 깔끔한 서비스 만족스럽네요
1548,백억하누 강남본점,2019.10.17,진짜 맛있게 잘먹고가요,1,12,진짜 맛있게 잘 먹고 가요
1549,딘타이펑 강남점,2019.10.17,쏘쏘했어요,0,5,쏘쏘했어요
1550,느린마을양조장 강남점,2019.10.17,육전이 맛있었어요,0,9,육전이 맛있었어요
1551,고양이부엌,2019.10.18,강남가서 떡볶이 먹고싶으면 항상 가는 곳입니다 예전에는 양이 많아서 볶음밥도 못먹을정도였는데 이번이 갔을때는 너무 양이 없어보였습니다 실망 다시 예전의 고양이부엌으로 돌아와주세요,0,99,강남 가서 떡볶이 먹고 싶으면 항상 가는 곳입니다 예전에는 양이 많아서 볶음밥도 못 먹을 정도였는데 이번이 갔을 때는 너무 양이 없어 보였습니다 실망 다시 예전의 고양이 부엌으로 돌아와 주세요
1552,백억하누 강남본점,2019.10.18,청첩장 모임으로 두 번째 방문했습니다 하누세트 푸짐했고 방으로 예약해서 조용하고 좋았어요 다음에 또 방문하겠습니다,0,63,청첩장 모임으로 두 번째 방문했습니다 하누 세트 푸짐했고 방으로 예약해서 조용하고 좋았어요 다음에 또 방문하겠습니다
1553,백억하누 강남본점,2019.10.18,너무잘먹었어요 웃음  다음에 또방문해야겠어요 삼합의풍미가잘느껴졌네요 웃음,0,40,너무 잘 먹었어요 웃음 다음에 또 방문해야겠어요 삼합의 풍미가 잘 느껴졌네 요 웃음
1554,딘타이펑 강남점,2019.10.18,서비스도 좋고 맛도좋구 만족해요,0,17,서비스도 좋고 맛도 좋고 만족해요
1555,오리지널시카고피자,2019.10.18,강남점은 처음인데 생각보다 사람도 많지않고 맛도 제가 알던 시카고 피자맛,0,40,강남점은 처음인데 생각보다 사람도 많지 않고 맛도 제가 알던 시카고 피자 맛
1556,백억하누 강남본점,2019.10.19,단체예약이벤트좋아요  자주해주세요,0,18,단체 예약 이벤트 좋아 요 자주 해주세요
1557,라그릴리아 SPC스퀘어점,2019.10.19,분위기도 좋고 테이블 간의 간격도 적당해서 오랫동안 수다떨면서 음식을 먹기 아주 좋습니다 메뉴도 여러가지로 많아서 골라 먹기 아주 좋은 장소입니다,1,81,분위기도 좋고 테이블 간의 간격도 적당해서 오랫동안 수다 떨면서 음식을 먹기 아주 좋습니다 메뉴도 여러 가지로 많아서 골라 먹기 아주 좋은 장소입니다
1558,화기애애 강남역점,2019.10.2,가격대비 너무 좋네요 분위기도 생각했던것보다 좋아서 깜짝 놀랐습니다 다음에도 다시 올 예정입니다 웃음 회식하는 분들 여기 추천이요,0,72,가격 대비 너무 좋네요 분위기도 생각했던 것보다 좋아서 깜짝 놀랐습니다 다음에도 다시 올 예정입니다 웃음 회식하는 분들 여기 추천이요
1559,화기애애 강남역점,2019.10.20,너무 좋아요 기대이상이에요 웃음 웃음,0,20,너무 좋아요 기대 이상이에 요 웃음 웃음
1560,라그릴리아 SPC스퀘어점,2019.10.20,갈비리조또는 그럭저럭이고 단호박뇨끼 맛있어요,1,24,갈 빌리 조 또는 그럭저럭이 고 단호박뇨 끼 맛있어요
1561,딘타이펑 강남점,2019.10.20,,1,0,
1562,느린마을양조장 강남점,2019.10.20,주류가 다양하면 좋겠어요,0,13,주류가 다양하면 좋겠어요
1563,화기애애 강남역점,2019.10.21,가족과 외식갔는데 나쁘지않게 직원분들도 착하시고 분위기도 좋았습니다 잘먹었습니다,0,44,가족과 외식 갔는데 나쁘지 않게 직원분들 도착하시고 분위기도 좋았습니다 잘 먹었습니다
1564,시골야채된장,2019.10.21,역시 수요미식회 나온 맛집,0,14,역시 수요 미식회 나 온 맛집
1565,백억하누 강남본점,2019.10.21,건강도 챙기는 메뉴인 것 같아요 한우랑 전복이랑 너무 잘 어울려서 계속 같이 먹었어요 가족들이랑 와도좋을것 같습니당,0,64,건강도 챙기는 메뉴인 것 같아 요한 우랑 전복이랑 너무 잘 어울려서 계속 같이 먹었어요 가족들이랑 와도 좋을 것 같습니다
1566,딘타이펑 강남점,2019.10.21,공간도 넓고 직원들도 친절하셨습니다,0,19,공간도 넓고 직원들도 친절하셨습니다
1567,대려도,2019.10.21,명성대로 참 맛있어요,0,11,명성대로 참 맛있어요
1568,대려도,2019.10.21,룸 조용하고 맛있어요 탕수육 짱,0,17,룸 조용하고 맛있어 요 탕수육짱
1569,대려도,2019.10.21,직원분들도 친절하고  인테리어도 깔끔해요  회식하기 좋아요,0,32,직원분들도 친절하고 인테리어도 깔끔해 요 회식하기 좋아요
1570,봉추찜닭 강남주공공이점,2019.10.21,맛잇음 근데 중짜부터 시킬수잇는건 좀 별루,0,23,맛잇음근 데 중자부터 시킬 수 있는 건 좀 별로
1571,느린마을양조장 강남점,2019.10.21,육전이 맛있었는데 낙지호롱은 개인적으로 좀 질겼어요 치킨은 조금 더 양이 많아졌으면 좋겠습니다,0,52,육전이 맛있었는데 낙지 호롱은 개인적으로 좀 질겼어요 치킨은 조금 더 양이 많아졌으면 좋겠습니다
1572,백억하누 강남본점,2019.10.22,너무부드러운고기와 대접받는듯한느낌이 물씬드는곳 들어가는 입구부터 예쁘고 뭐하나 안예쁜게없음 웃음 음식은 믿고먹습니닷,0,64,너무 부드러운 고기와 대접받는 듯한 느낌이 물씬 드는 곳들 어가는 입구부터 예쁘고 뭐 하나 안 예쁜 게 없음 웃음 음식은 믿고 먹습니다
1573,백억하누 강남본점,2019.10.22,친절하고 맛있었어요 고기색이 예술웃음,0,20,친절하고 맛있었어요 고기 색이 예술 웃음
1574,백억하누 강남본점,2019.10.22,감기기운있었는데 먹고나서 감기가 떨어진거 같아요,0,26,감기 기운 있었는데 먹고 나서 감기가 떨어진 거 같아요
1575,딘타이펑 강남점,2019.10.22,깔끔하고 맛있었어요 웃음 파이구 볶음밥 꼭 드셔보셔야 해요,1,32,깔끔하고 맛있었어요 웃음 파이 구볶음밥 꼭 드셔보셔야 해요
1576,딘타이펑 강남점,2019.10.22,오랜만에 샤오룽바오 먹었는데 맛있었구요 직원분들 친절하셔서 고마웠습니다 ,1,40,오랜만에 샤오룽 바오 먹었는데 맛있었고 요 직원분들 친절하셔서 고마웠습니다
1577,백억하누 강남본점,2019.10.23,어른들이랑 식사자리하기 딱 좋아요 맛있으면서 전복에 한우까지 웃음 잘먹고 가요,0,43,어른들이랑 식사 자리하기 딱 좋아 요 맛있으면서 전복에 한우까지 웃음 잘 먹고 가요
1578,화기애애 강남역점,2019.10.24,강남역 다른 고기집과 크기는 비슷하지만 손님이 계속와서 자리가 잘 없어요  예약 꼭 하고 가세요  고기질도 좋고 맛있습니다 분위기는 좀 어두워서 사람들 대화에 집중할 수 있는 분위기구요  그런데 조용한 분위기는 아닙니다,0,122,강남역 다른 고깃집과 크기는 비슷하지만 손님이 계속 와서 자리가 잘 없어요 예약 꼭 하고 가세요 고기 질도 좋고 맛있습니다 분위기는 좀 어두워서 사람들 대화에 집중할 수 있는 분위기고요 그런데 조용한 분위기는 아닙니다
