,store_name,date,review,photo,length,review_ckeck
2602,화기애애 강남역점,2020.10.14,가족들과 맛있게 잘 먹고 가요웃음 언제가도 항상 맛있고 재료도 고퀄리티에 신선하고 직원분들도 친절하시고 특히 소독도 자주하시는 것 같아 방역도 철저하게 하시고 모든게 좋습니다 ,0,98,가족들과 맛있게 잘 먹고 가 요 웃음 언제가 도항상 맛있고 재료도 고퀄리티에 신선하고 직원분들도 친절하시고 특히 소독도 자주 하시는 것 같아 방역도 철저하게 하시고 모든 게 좋습니다
2603,화기애애 강남역점,2020.10.14,우선 매장 들어가면 깔끔해요 예민한시기라 걱정했는데 걱정싹 고기도 부드럽고 아이들도 잘먹더라구요 둘째가 조금만 질겨도 뱉는데 여기고기는 냠냠 밥한공기뚝딱했답니다웃음 다음에 또 갈게요,0,101,우선 매장 들어가면 깔끔해요 예민한 시기라 걱정했는데 걱정 싹 그 고기도 부드럽고 아이들도 잘 먹더라고요 둘째가 조금만 질겨도 뱉는데 여기고 기는 냠냠 밥 한 공기 뚝딱 했다니 다 웃음 다음에 또 갈게요
2604,화기애애 강남역점,2020.10.14,완전 맛있아용 여기 가족들이랑 다 가서 외식했는데 넘마 만족하고 친구들이랑도 갈 생각이에요오 고기 퀄리티 넘나 좋고 짱맛완전 추천하는 맛집이네여오,0,81,정말 맛있아요 여기 가족들이랑 다가서 외식했는데 넘나 만족하고 친구들이랑도 갈 생각이에요 오고 기 퀄리티 너무나 좋고 장맛 정말 추천하는 맛 집이 네 여우
2605,화기애애 강남역점,2020.10.14,고기업계에 최고라고 생각하는 집입니다 반찬부터 고기까지 모두 다 진짜 맛있고 신선하고 입맛에 잘 맞습니다웃음 매장분위기도 좋아서 회식할때 와도 좋다고 생각되네요 고기생각나면 다시 가겠습니다웃음,0,107,고기 업계에 최고라고 생각하는 집입니다 반찬부터 고기까지 모두 다 진짜 맛있고 신선하고 입맛에 잘 맞습니다 웃음 매장 분위기도 좋아서 회식할 때와도 좋다고 생각되네요 고기 생각나면 다시 가겠습니다 웃음
2606,화기애애 강남역점,2020.10.14,일단여러강남맛집을다녀봤는데요단풍집이나고슬집이나삼육가까사근데화기애애처음가보는데너무너무맛있고매장도넓고직원들도친절한고덕분에편하게먹었네요  화기애애jmt다시갈께요,0,86,일단 여러 강남 맛 집을 다녀봤는데 요 단풍 집이 나고 술집이나 삼육 가까가 근데 화기애애 처음 가보는데 너무너무 맛있고 매장도 넓고 직원들도 친절한 고덕 분에 편하게 먹었네요 화기애애 jmt 다시 갈게요
2607,화기애애 강남역점,2020.10.14,오늘 화기애애에서 진짜 맛있게 먹고  갑니다 분위기도 진짜 좋고  고기가 일단 싱싱하고 육즙 팡팡  맛있어요 자주 올께요  감사해요,0,73,오늘 화기애애에서 진짜 맛있게 먹고 갑니다 분위기도 진짜 좋고 고기가 일단 싱싱하고 육즙 팡팡 맛있어 요 자주 올게 요 감사해요
2608,화기애애 강남역점,2020.10.14,어제 방문했다가 너무 만족하고 왔습니다생각나서 리뷰쓰러왔네요웃음여러명에게 추천받아서 혹시나해서 예약하고 방문했는데 왜 다들 추천해줬는지 알겠더라구요웃음다들 친절하시고 넘 좋았어요,0,99,어제 방문했다가 너무 만족하고 왔습니다 생각나서 리뷰 쓰러 왔네 요 웃음 여러 명에게 추천받아서 혹시나 해서 예약하고 방문했는데 왜 다들 추천해줬는지 알겠더라고 요 웃음 다들 친절하시고 너무 좋았어요
2609,화기애애 강남역점,2020.10.14,지인들한테 추천받아서 호기심에 가봤는데 왜 추천했는지 알 것 같았어요별다섯개도 모자란 거 같아요웃음가게 이름이랑 어울리는 곳이였어요 다음에 또 방문할게요,0,85,지인들한테 추천받아서 호기심에 가봤는데 왜 추천했는지 알 것 같았어요 별 다섯 개 도 모자란 거 같아 요 웃음 가게 이름이랑 어울리는 곳이었어요 다음에 또 방문할게요
2610,화기애애 강남역점,2020.10.14,화기애애  가게 분위기가 넘 특이해서 좋았구요  정말 깨끗하고 청결했어요  고기맛도 너무 신선하고 식감 최고  앞으로 자주 올 것 같아요  감사합니다,0,83,화기애애 가게 분위기가 너무 특이해서 좋았고요 정말 깨끗하고 청결했어요 고기 맛도 너무 신선하고 식감 최고 앞으로 자주 올 것 같아 요 감사합니다
2611,화기애애 강남역점,2020.10.14,화기애애  회사직원들과 회식장소로 정하고  왔는데요 단체석 자리도 준비되어있어  편안하게 놀다왔네요 고기맛도  밑반찬도 다 훌룡해요,0,73,화기애애 회사 직원들과 회식장소로 정하고 왔는데 요 단체석 자리도 준비되어 있어 편안하게 놀다 왔네요 고기 맛도 밑반찬도 다훌룡해요
2612,화기애애 강남역점,2020.10.14,화기애애  일본식 분위기로 독특하며 좋았구요  고기도 너무 싱싱하고 맛있어요  직원분들 친절하고 자상하셔서  너무 감동이네요 자주올께요,0,75,화기애애 일본식 분위기로 독특하며 좋았고요 고기도 너무 싱싱하고 맛있어 요 직원분들 친절하고 자상하셔서 너무 감동이네 요 자주 올게요
2613,라그릴리아 SPC스퀘어점,2020.10.14,좋아요,0,3,좋아요
2614,라그릴리아 SPC스퀘어점,2020.10.14,좋아요,0,3,좋아요
2615,라그릴리아 SPC스퀘어점,2020.10.14,굳,0,1,굳
2616,딘타이펑 강남점,2020.10.14,직원분들도 다들 친절하시고 너무 맛있게 먹었습니다,1,27,직원분들도 다들 친절하시고 너무 맛있게 먹었습니다
2617,파파야리프,2020.10.14,음식은 너무 맛있어요  ,0,13,음식은 너무 맛있어요
2618,시골야채된장,2020.10.15,된장맛집,0,4,된장 맛 집
2619,라그릴리아 SPC스퀘어점,2020.10.15,,1,0,
2620,청류벽,2020.10.16,신선한 푸성귀 갖은 김치들이랑 곁들이는 보쌈생각나서 방문했는데 이 날은 조금 아쉬운 부분들도 있고 개선된 부분도 보였어요웃음 2인 테이블로 두기 많이 협소한 단독 테이블은 정리하고 24인이 앉을 수 있게 테이블간 간격을 넓혀 두셨네요웃음 짐 둘 데도 마땅치 않은데다 단독 테이블에 음식 접시만 두기도 벅차 주류병은 올리면 아슬아슬하기까지 했는데 이 점이 개선돼서 가장 좋았어요 보쌈고기 질은 역대 방문 중 최고였는데 들기름막국수에 끼얹은 들기름이 오버쿡 됐는지 쌉싸름하게 과열돼 탄 맛이 났어요 실망 그릇은 다 비우긴 했지만 일관성 있는 맛을 내 주시는 것도 중요하다고 생각합니다 철 마다 재료가 조금씩 바뀔 순 있지만 열무김치의 청량감을 채워줄 김치가 막상 없어서 조금 아쉬웠습니다,1,382,신선한 푸성귀 갖은 김치들이랑 곁들이는 보쌈 생각나서 방문했는데 이날은 조금 아쉬운 부분들도 있고 개선된 부분도 보였어요 웃음 2인 테이블로 두기 많이 협소한 단독 테이블은 정리하고 24인이 앉을 수 있게 테이블 간 간격을 넓혀두셨네 요 웃음 짐 둘데도 마땅치 않은 데다 단독 테이블에 음식 접시 만두기도 벅차 주류 병은 올리면 아슬아슬하기까지 했는데 이 점이 개선돼서 가장 좋았어요 보쌈고기 질은 역대 방문 중 최고였는데 들기름 막국수에 끼얹은 들기름이 오버 쿡 됐는지 쌉싸름하게 과열돼 탄 맛이 났어요 실망 그릇은 다 비우긴 했지만 일관성 있는 맛을 내주시는 것도 중요하다고 생각합니다 철마다 재료가 조금씩 바뀔 순 있지만 열무김치의 청량감을 채워줄 김치가 막상 없어서 조금 아쉬웠습니다
2621,신부자식당,2020.10.16,제육 맛있어요,0,7,제육 맛있어요
2622,딘타이펑 강남점,2020.10.16,그저그래요,0,5,그저 그래요
2623,딘타이펑 강남점,2020.10.16,맛있어요 웃음 친절쨩 하트,0,14,맛있어 요 웃음 친절 짱 하트
2624,딘타이펑 강남점,2020.10.16,서비스 다좋아요  근데 엄청짜네요 특히 국수 소고기 볶음요리   너무짜서 에이드만 줄곧 드링킹,0,52,서비스 다 좋아요 근데 엄청 짜네요 특히 국수 소고기 볶음 요리 너무 짜서 에이드만 줄곧 드링킹
2625,오리지널시카고피자,2020.10.16,홍대점보다 너무 맛없어요,0,13,홍대 점보다 너무 맛없어요
2626,봉추찜닭 강남주공공이점,2020.10.16,잘 먹었습니다,0,7,잘 먹었습니다
2627,봉추찜닭 강남주공공이점,2020.10.16,친절하고 깨끗해요  맛나요,0,14,친절하고 깨끗해 요 맛나요
2628,느린마을양조장 강남점,2020.10.16,맛있어요 근데 좀 사람 많아서 이야기 소리가 서로 좀 안들렸어요실망,0,37,맛있어요 근데 좀 사람 많아서 이야기 소리가 서로 좀 안 들렸어요 실망
2629,느린마을양조장 강남점,2020.10.16,자주가요 만족입니다,0,10,자주 가요 만족입니다
2630,느린마을양조장 강남점,2020.10.16,벨이 없다는게 좀 아쉬웠지만 분위기도 고급스럽고 술의 종류마다 잔을 바꿔주는게 좋았습니다,0,49,벨이 없다는 게 좀 아쉬웠지만 분위기도 고급스럽고 술의 종류마다 잔을 바꿔주는 게 좋았습니다
2631,느린마을양조장 강남점,2020.10.16,맛집,0,2,맛집
2632,느린마을양조장 강남점,2020.10.16,막걸리는 정말맛있었는데  목살구이에서는 심한 누린내가 났다,0,32,막걸리는 정말 맛있었는데 목살 구이에서는 심한 누린내가 났다
2633,느린마을양조장 강남점,2020.10.16,지하라 입구가 좁아 작은줄 알았는데 들어가면 아주 넓은 공간 막걸이는 아주 좋고 생산사도 맛남 허나 안주는 가격대비 양도 맛도 좀 부족하다는 느낌임,0,82,지하라 입구가 좁아 작은 줄 알았는데 들어가면 아주 넓은 공간 막걸리는 아주 좋고 생산 사도 맛 남지나 안주는 가격 대비 양도 맛도 좀 부족하다는 느낌임
2634,라그릴리아 SPC스퀘어점,2020.10.17,레스토랑 분위기도 좋고 맛있어요,0,17,레스토랑 분위기도 좋고 맛있어요
2635,구스아일랜드 브루하우스,2020.10.17,맛있음,0,3,맛있음
2636,파파야리프,2020.10.17,태국음식 좋아하는데 맛있어요,0,15,태국 음식 좋아하는 데 맛있어요
2637,파파야리프,2020.10.17,똠얌꿍 새우크로켓 맛있습니다,0,15,똠얌꿍 새우 크로켓 맛있습니다
2638,느린마을양조장 강남점,2020.10.17,좋아요,0,3,좋아요
2639,파파야리프,2020.10.18,친구들과 종종 가던 곳인데 오랜만에 방문했어요  예전보다 식당이 인기가 많아진 듯 해서 좋았어요  하지만 양이 너무 적어진 것 같아요 아쉬워요,0,79,친구들과 종종 가던 곳인데 오랜만에 방문했어요 예전보다 식당이 인기가 많아진 듯해서 좋았어요 하지만 양이 너무 적어진 것 같아요 아쉬워요
2640,청류벽,2020.10.19,비싸 실망,0,5,비싸 실망
2641,담소사골순대 강남본점,2020.10.19,좋아요,0,3,좋아요
2642,담소사골순대 강남본점,2020.10.19,맛있어요,0,4,맛있어요
2643,백억하누 강남본점,2020.10.19,네이버예약 육회 서비스 소고기21 이벤트가 있어서 좋앗습니다 서빙하시는 분이 말씀을 엄청 재밌게 잘하셔서 저녁자리가 더 즐거워진것 같네요,0,76,네이버 예약 육회 서비스 소고기 21 이벤트가 있어서 좋았습니다 서빙하시는 분이 말씀을 엄청 재밌게 잘하셔서 저녁 자리가 더 즐거워진 것 같네요
2644,라그릴리아 SPC스퀘어점,2020.10.19,샐러드 파스타 피자 스테키 다 별로지만 그럼에도 불구하고 파스타가 JMT 그래서 한번씩 가용 하트,0,54,샐러드 파스타 피자 스터키 다 별로지만 그럼에도 불구하고 파스타가 JMT 그래서 한 번씩 가용 하트
2645,딘타이펑 강남점,2020.10.19,덕분에 유쾌한 모임이었습니다 고맙습니다 ,0,22,덕분에 유쾌한 모임이었습니다고 맙습니다
2646,대려도,2020.10.19,가족 식사장소로 룸 좋았어요  나오는거 다 맛있습니다  5만원정도 메뉴는 적당한데  15만원씩 가는 메뉴는 먹을 엄두가 안나네요 ,0,72,가족 식사 장소로 룸 좋았어요 나오는 거 다 맛있습니다 5만 원 정도 메뉴는 적당한 데 15만 원씩 가는 메뉴는 먹을 엄두가 안 나네요
2647,시골야채된장,2020.10.2,짜고 위생적으로 더러워요,0,13,짜고 위생적으로 더러워요
2648,강남진해장,2020.10.2,좋아요,0,3,좋아요
2649,강남진해장,2020.10.2,좋아요,0,3,좋아요
2650,강남진해장,2020.10.2,맛나요,0,3,맛나요
2651,강남진해장,2020.10.2,맛있어요,0,4,맛있어요
2652,강남진해장,2020.10.2,좋아요,0,3,좋아요
2653,강남진해장,2020.10.2,좋아요,0,3,좋아요
2654,강남진해장,2020.10.2,굿,0,1,굿
2655,강남진해장,2020.10.2,,0,0,
2656,시골야채된장,2020.10.20,청국장 짱,0,5,청국장짱
2657,라그릴리아 SPC스퀘어점,2020.10.20,다른 매장에서 먹어본 메뉴와 비교되네요 새우날치알파스타는 크림소스가 국물처럼 출렁출렁 그릇에 담겨왔고 날치알은 접시 바닥에 얇게 깔릴 정도예요 먹으면서 날치알이 들어있다는 것을 깜박할 정도 플랫피자 치즈 늘여가며 먹고싶었는데 다른 피자는 이곳에 없어요 쌈처럼 먹는 씬피자라고 할까요 감흥없구요 치즈미트스파게티는 뚝배기 그릇 같은 것에 나오는데 20900원이라는 가격이 아까울 정도로 밍밍한 맛있었어요 다음에 라그릴리아 찾더라도 이 매장은 패스하렵니다,0,251,다른 매장에서 먹어본 메뉴와 비교되네요 새우 날치알 파스타는 크림소스가 국물처럼 출렁 출렁 그릇에 담겨왔고 날치알은 접시 바닥에 얇게 깔릴 정도예요 먹으면서 날치알이 들어 있다는 것을 깜박할 정도 플랫이 자치주 늘여가며 먹고 싶었는데 다른 피자는 이곳에 없어요 쌈처럼 먹는 씬 피자라고 할까 요 감흥 없고요 치즈 미트 스파게티는 뚝배기 그릇 같은 것에 나오는데 20900원이라는 가격이 아까울 정도로 밍밍한 맛있었어요 다음에 라 그릴래 아 찾더라도 이 매장은 패스하렵니다
2658,딘타이펑 강남점,2020.10.20,덕분에 즐거운 모임이었습니다 감사합니다 ,0,22,덕분에 즐거운 모임이었습니다 감사합니다
2659,딘타이펑 강남점,2020.10.20,언제가도 맛있습니다,0,10,언제 가도 맛있습니다
2660,리샨 삼성타운점,2020.10.20,코스메뉴는 점심에 시키지않는것으로 음식은 훌륭하나 서비스는 따라오지못함,0,39,코스 메뉴는 점심에 시키지 않는 것으로 음식은 훌륭 하나 서비스는 따라오지 못함
2661,화기애애 강남역점,2020.10.21,초대한 지인들도 맛있다고 좋아했어요  여러번 이용했는데 서빙하시는 분도 친철하세요  지인들과 즐거운 시간 보냈습니다  감사합니다,0,71,초대한 지인들도 맛있다고 좋아했어요 여러 번 이용했는데 서빙하시는 분도 친절하세요 지인들과 즐거운 시간 보냈습니다 감사합니다
2662,시골야채된장,2020.10.21,반개도 아깝내요 노답 궁금하면 가보세요 돈버리기 딱 좋쥬,0,31,반개도 아깝네요 노 답 궁금하면 가보세요 돈 버리기 딱 좋쥬
2663,담소사골순대 강남본점,2020.10.21,순대국밥 맛있어요,0,9,순대국밥 맛있어요
2664,백억하누 강남본점,2020.10.21,점심불고기정식 맛있게 먹었습니다,1,17,점심 불고기 정식 맛있게 먹었습니다
2665,딘타이펑 강남점,2020.10.21,그럭저럭 먹을 만해요 맛집이라 추천 받아서 기대했는데 굳이 찾아가서 먹을 정도는 아니었던 직원분들 친절하셨어요 다른 메뉴는 크게 거슬리지 않았는데 우육면이 짜도 너무 짰어요,0,96,그럭저럭 먹을 만해 요 맛 집이라 추천받아서 기대했는데 굳이 찾아가서 먹을 정도는 아니었던 직원분들 친절하셨어요 다른 메뉴는 크게 거슬리지 않았는데 우육면이 짜도 너무 짰어요
2666,파파야리프,2020.10.21,푸팟퐁 맛있어요,1,8,푸팟퐁 맛있어요
2667,오리지널시카고피자,2020.10.21,Good,0,4,Good
2668,시골야채된장,2020.10.22,좋아요,0,3,좋아요
2669,라그릴리아 SPC스퀘어점,2020.10.22,굿,0,1,굿
2670,라그릴리아 SPC스퀘어점,2020.10.22,맛은 말할 필요 없이 완벽하고 서비스 또한 완벽했다,1,28,맛은 말할 필요 없이 완벽하고 서비스 또한 완벽했다
2671,딘타이펑 강남점,2020.10.22,친절하시네요,0,6,친절하시네요
2672,파파야리프,2020.10.22,팟타이 맛있어요,0,8,팟타이 맛있어요
2673,대려도,2020.10.22,친절해요,0,4,친절해요
2674,리샨 삼성타운점,2020.10.22,음식나오는데 35분  탕수육은냄새가 심하고  남자직원은 불친절욕할뻔  두번 다시 안갑니다,0,49,음식 나오는데 35분 탕수육은 냄새가 심하고 남자 직원은 불친절 욕할 뻔 두 번 다시 안 갑니다
2675,느린마을양조장 강남점,2020.10.22,술 좋아하는사람들은 좋을 것 같아요 분위기  젊고 좋음 안주 맛은 소소함,0,40,술 좋아하는 사람들은 좋을 것 같아요 분위기 젊고 좋음 안주 맛은 소소함
2676,화기애애 강남역점,2020.10.23,매장도 깔끔하고 넓어서 단체로 회식하기 좋네요 고기도 부드럽고 진짜 맛있어용웃음웃음 별다섯개,0,51,매장도 깔끔하고 넓어서 단체로 회식하기 좋네요 고기도 부드럽고 진짜 맛있어 용 웃음 웃음별 다섯 개
2677,화기애애 강남역점,2020.10.23,리뷰가 너무 좋아서 예약하고  방문했는데요 역시 소문대로  음식도 굉장히 맛있고  분위기도 좋네요,0,54,리뷰가 너무 좋아서 예약하고 방문했는데 요 역시 소문대로 음식도 굉장히 맛있고 분위기도 좋네요
2678,화기애애 강남역점,2020.10.23,인테리어도 너무 고급스럽구요  분위기도 너무 좋더라구요  예약하고 가니 편하게 이용해서  맛있게 먹구가요,0,58,인테리어도 너무 고급스럽 구요 분위기도 너무 좋더라고요 예약하고 가니 편하게 이용해서 맛있게 먹고 가요
2679,화기애애 강남역점,2020.10.23,매장이 엄청나게 깔끔하고 깨끗해서  좋았구요 미리 예약하니 좋은자리에서  편리하게 먹었어요 앞으로도 자주  오고 싶은 곳입니다,0,70,매장이 엄청나게 깔끔하고 깨끗해서 좋았고요 미리 예약하니 좋은 자리에서 편리하게 먹었어요 앞으로도 자주 오고 싶은 곳입니다
2680,화기애애 강남역점,2020.10.23,너무너무 즐겁고 맛있게 먹고  갑니다하트하트하트가성비도 최고에다  사장님 직원들 엄청 친절하시구  재방문 의사 백프로예요 굿굿,0,70,너무너무 즐겁고 맛있게 먹고 갑니다 하트하트하트가 성비도 최고에다 사장님 직원들 엄청 친절하기 구 재 방문의 사백 프로예요 굿굿
2681,화기애애 강남역점,2020.10.23,고기 질도 좋고 맛도 좋아요  밑반찬들도 맛있었는데 서비스로 주는 김치찌개와 계란찜이 예술이네요,0,53,고기 질도 좋고 맛도 좋아요 밑반찬들도 맛있었는데 서비스로 주는 김치찌개와 계란찜이 예술이네요
2682,화기애애 강남역점,2020.10.23,매장도 고급스럽고 친절해서 첫인상이 좋았어요  거기다 직원들도 친절하고 응대도 빠른편이라 식사하는데 불편함이 없었네요  고기도 맛있고 고기굽는 연기도 잘 빠져서 잘 먹고 왔어요,0,98,매장도 고급스럽고 친절해서 첫인상이 좋았어요 거기 다 직원들도 친절하고 응대도 빠른 편이라 식사하는 데 불편함이 없었네요 고기도 맛있고 고기 굽는 연기도 잘 빠져서 잘 먹고 왔어요
2683,담소사골순대 강남본점,2020.10.23,,1,0,
2684,라그릴리아 SPC스퀘어점,2020.10.23,분위기도 좋고 음식도 정말 맛있어서 연말 모임이나 분위기 있는 자리로 딱이에요 라그릴리아강남점 추천합니다 웃음,1,61,분위기도 좋고 음식도 정말 맛있어서 연말 모임이나 분위기 있는 자리로 딱 이에요 라 그릴래 아 강남점 추천합니다 웃음
2685,강남진해장,2020.10.23,맛있어요,0,4,맛있어요
2686,삼거리포차,2020.10.23,사람많고 흥있는 분위기 안주도 맛있어요 시끄러운거 싫어하시면 비추입니다,0,39,사람 많고 흥 있는 분위기 안주도 맛있어 요시 끄러 운 거 싫어하시면 비추입니다
2687,Pavox,2020.10.23,가격대는 좀 높지만 조용하고 편안함,0,19,가격대는 좀 높지만 조용하고 편안함
2688,느린마을양조장 강남점,2020.10.23,피곤해보이는 직원의 응대에 별하나 뺌  막걸리와 음식 맛은 너무 좋았습니다 ,0,42,피곤해 보이는 직원의 응대에 별 하나 뺌 막걸리와 음식 맛은 너무 좋았습니다
2689,청류벽,2020.10.24,왜 줄서는지 알것 같다,0,12,왜 줄 서는지 알 것 같다
2690,청류벽,2020.10.24,들기름 막국수 맛있어요,0,12,들기름 막국수 맛있어요
2691,청류벽,2020.10.24,굿,0,1,굿
2692,청류벽,2020.10.24,맛있는데 좀 시끄러워요,0,12,맛있는데 좀 시끄러워요
2693,화기애애 강남역점,2020.10.24,맛있어요,0,4,맛있어요
2694,고양이부엌,2020.10.24,맛나요,0,3,맛나요
2695,고양이부엌,2020.10.24,옛날 맛이 그리워지는 매우매우 굿맛 x10000,0,26,옛날 맛이 그리워지는 매우 매우 굿 맛 x 10000
2696,담소사골순대 강남본점,2020.10.24,체인점이지만 여기가 제일 맛있는거 같아요  정식 추천,0,29,체인점이지만 여기가 제일 맛있는 거 같아 요정식 추천
2697,백억하누 강남본점,2020.10.24,우선 외관분위기 아주좋음  삼합 중자 먹었는데 남자 셋은  양 부족하여 불고기단품 더시켜먹었는데  불고기가 훨 맛남 대신 좀 너무달아서  물을더타서 뭔가 해야됨  또 방문의사가 있소이다,1,103,우선 외관 분위기 아주 좋음 삼합 중자 먹었는데 남자 셋은 양부 족하여 불고기 단품 더 시켜 먹었는데 불고기가 훨 맛 남 대신 좀 너무 달아서 물을 더 타서 뭔가 해야 됨 또 방문 의사가 있소이다
2698,강남진해장,2020.10.24,넘넘 맛있어요 국물이 맛이뜸,0,15,너무너무 맛있어요 국물이 맛이 뜸
2699,구스아일랜드 브루하우스,2020.10.24,넓고 좋아요 분위기짱,0,11,넓고 좋아요 분위기짱
2700,딘타이펑 강남점,2020.10.24,맛있게 잘 먹었어요,0,10,맛있게 잘 먹었어요
2701,딘타이펑 강남점,2020.10.24,좋아요 좋아요 좋아요,0,11,좋아요 좋아요 좋아요
2702,파파야리프,2020.10.24,맛있어요 웃음,0,7,맛있어 요 웃음
2703,청류벽,2020.10.25,갈비 실하고 맛있음 국물도 파랑 잘 어울려서 너무 좋았음 깍두기도 적당히 달달하면서 갈비탕을 잘 뒷받침해줌  다만 간이 좀 쎔 갈비가 좀 더 부드러우면 완벽할 듯  갈비탕,1,95,갈비실하고 맛있음 국물도 파랑 잘 어울려서 너무 좋았음 깍두기도 적당히 달달하면서 갈비탕을 잘 뒷받침해 줌다만 간이 좀 쎔갈비가 좀 더 부드러우면 완벽할 듯 갈비탕
2704,라그릴리아 SPC스퀘어점,2020.10.25,넓고 주차도 가능 좋아요,0,13,넓고 주차도 가능 좋아요
2705,강남진해장,2020.10.25,좋아요 좋아요,0,7,좋아요 좋아요
2706,파파야리프,2020.10.25,맛은 괜찮은데 직원 한분은 마스크 아예 안쓰고 한분은 턱스크 하고 있네요,0,40,맛은 괜찮은데 직원 한 분은 마스크 아예 안 쓰고 한 분은 턱 시크하고 있네요
2707,오리지널시카고피자,2020.10.25,피자 맛있어요웃음,1,9,피자 맛있어 요 웃음
2708,오리지널시카고피자,2020.10.25,피자는 다 식어서 맛도 없었고 무엇보다 직원들이 심하게 불친절해요 피클을 던지듯 내려놓고게다가 피클 요청을 많이 했던 것처럼 빈그릇을 굳이 겹쳐 깔아서 주시는지 먹는내내 기분나쁜 표정으로 쳐다보고 계시고 뭐 요청할때마다 귀찮다는듯 대놓고 툴툴거리시고 맛과 서비스에 최악을 경험하고 나왔습니다 다신 가지 않을 거예요,0,175,피자는 다 식어서 맛도 없었고 무엇보다 직원들이 심하게 불친절해요 피클을 던지듯 내려놓고 게다가 피클 요청을 많이 했던 것처럼 빈 그릇을 굳이 겹쳐 깔아서 주시는지 먹는 내내 기분 나쁜 표정으로 쳐다보고 계시고 뭐 요청할 때마다 귀찮다는 듯 대놓고 툴툴거리 시 고 맛과 서비스에 최악을 경험하고 나왔습니다 다신 가지 않을 거예요
2709,청류벽,2020.10.26,할말하않,0,4,할 말 하안
2710,라그릴리아 SPC스퀘어점,2020.10.26,교통도 편하고 음식도 맛있고 저렴합니다,1,21,교통도 편하고 음식도 맛있고 저렴합니다
2711,딘타이펑 강남점,2020.10.26,정신없고 음악도 시끄러워요 점점 일반 패밀리레스토랑이 되어가는듯 합니다 가격처럼 어느정도 프리미엄 느낌을 부탁 드립니다,0,66,정신없고 음악도 시 끄러 오 요점점 일반 패밀리 레스토랑이 되어가는 듯합니다 가격처럼 어느 정도 프리미엄 느낌을 부탁드립니다
2712,우동명가기리야마본진,2020.10.26,처음에 왜이리 비싸 맛없기만 해봐 이랬는데 쫄깃한 우동과 바삭한 튀김에 재방문의사 100퍼센트에요 쫄깃 면발을 원하시는분들은 꼭 가시길,1,75,처음에 왜 이리 비싸맛없기만 해봐 이랬는데 쫄깃한 가락국수와 바삭한 튀김에 재방문의 사 100퍼센트에 요 쫄깃 면 발을 원하시는 분들은 꼭 가시길
2713,담소사골순대 강남본점,2020.10.27,굳,0,1,굳
2714,라그릴리아 SPC스퀘어점,2020.10.27,음식도 맛있고 할인도 많이 되고 분위기 좋은 맛집이에요 웃음,0,33,음식도 맛있고 할인도 많이 되고 분위기 좋은 맛 집이에 요 웃음
2715,강남진해장,2020.10.27,추천하는 밥집 해장국도 넘 맛있구 전골도 존맛탱 좋아요 밥 두공기 금방,0,39,추천하는 밥집 해장국도 넘맛있구 전골도 존 맛 탱 좋아요 밥 두 공기 금방
2716,강남진해장,2020.10.27,곱창전골 진리,0,7,곱창전골 진리
2717,강남진해장,2020.10.27,해장 최고,0,5,해장 최고
2718,딘타이펑 강남점,2020.10.27,만족스러운 식사 새우 어디까지 먹어봤니 웃음 ,0,25,만족스러운 식사 새우 어디까지 먹어봤니 웃음
2719,딘타이펑 강남점,2020.10.27,면이 금방해서 나온 느낌은 아니었어요 웃음 그래도 맛있게 먹었습니다 직원도 친절했고요,0,47,면이 금방 해서 나온 느낌은 아니었어 요 웃음 그래도 맛있게 먹었습니다 직원도 친절했고요
2720,딘타이펑 강남점,2020.10.27,샤오롱바오속 고기는 점점줄다 사라질듯,0,20,샤와 롱 바오 속 고기는 점점 줄다 사라질 듯
2721,딘타이펑 강남점,2020.10.27,재방문 의사가 없네요 양도 너무 작아졌고 꿔바로우 너무 실망했습니다 ,1,38,재방문 의사가 없네요 양도 너무 작아졌고 꿔 바로 우 너무 실망했습니다
2722,우동명가기리야마본진,2020.10.27,가격은 좀 있다 그런데 자루우동의 쫄깃함과 고소함 우동국물과 구성을 생각했을때 과히 내돈내산할 맛,0,54,가격은 좀 있다 그런데 자루 가락국수의 쫄깃함과 고소함이 동 국물과 구성을 생각했을 때 과히 내 돈 내산 할 맛
2723,느린마을양조장 강남점,2020.10.27,술이 정말 맛있는곳,0,10,술이 정말 맛있는 곳
2724,담소사골순대 강남본점,2020.10.28,5번 갈 정도로 좋아하고 가성비도 너무좋아요 근데 직원은 갈수록 서비스가 마이너스네요 뭘 더 달라고해도 대답도안하고 틱 가져다주고 계산할때도 영수증 달라니까 말도안하고 주고 대부분 그분이 서비스했는데 목소리를 단한번도못들어봤네요 왜 그러는거죠 무리한 요구한것도 아닌데 무시받는기분이네요 음식이 가성비좋고 맛있으면 뭐해요 서비스가 최악인걸,0,188,5번 갈 정도로 좋아하고 구성비도 너무 좋아요 근데 직원은 갈수록 서비스가 마이너스네요 뭘 더 달라고 해도 대답도 안 하고 틱 가져다주고 계산할 때도 영수증 달라니까 말도 안 하고 주고 대부분 그분이 서비스했는데 목소리를 단 한 번도 못 들어봤네요 왜 그러는 거죠 무리한 요구한 것도 아닌데 무시당하는 기분이네 요 음식이 구성비 좋고 맛있으면 뭐 해요 서비스가 최악인 걸
